row_label_raw,row_label_full,col_0,col_1,2025VND,2024VND,numeric__col_1,numeric__2025VND,numeric__2024VND
(v),(v),(v),Gốc cho vay giải ngân,,,,,
(v),(v) > (v),(v),Công ty Cổ phần Container Miền Trung,7.000.000.000,-,,7000000000.0,
(v),(v) > (v),(v),Công ty Cổ phần Cảng cạn Quảng Bình - Đình Vũ,3.500.000.000,-,,3500000000.0,
(v),(v) > (v),(v),Công ty TNHH Cảng Nam Hải Đình Vũ,-,68.000.000.000,,,68000000000.0
(v),(v) > (v),(v),,10.500.000.000,68.000.000.000,,10500000000.0,68000000000.0
(vi),(vi),(vi),Nhận tiền trả gốc vay,,,,,
(vi),(vi) > (vi),(vi),Công ty Cổ phần Container Miền Trung,7.000.000.000,13.263.157.895,,7000000000.0,13263157895.0
(vi),(vi) > (vi),(vi),Công ty TNHH Cảng Nam Hải Đình Vũ,44.666.666.668,23.333.333.332,,44666666668.0,23333333332.0
(vi),(vi) > (vi),(vi),,51.666.666.668,36.596.491.227,,51666666668.0,36596491227.0
(vii),(vii),(vii),Lãi cho vay,,,,,
(vii),(vii) > (vii),(vii),Công ty Cổ phần Container Miền Trung,13.808.219,378.475.072,,13808219.0,378475072.0
(vii),(vii) > (vii),(vii),Công ty Cổ phần Cảng cạn Quảng Bình - Đình Vũ,41.136.986,-,,41136986.0,
(vii),(vii) > (vii),(vii),Công ty TNHH Cảng Nam Hải Đình Vũ,596.863.013,722.657.534,,596863013.0,722657534.0
(vii),(vii) > (vii),(vii),,651.808.218,1.101.132.606,,651808218.0,1101132606.0
(viii),(viii),(viii),Thu lãi khoản cho vay,,,,,
(viii),(viii) > (viii),(viii),Công ty Cổ phần Container Miền Trung,13.808.219,490.394.296,,13808219.0,490394296.0
(viii),(viii) > (viii),(viii),Công ty TNHH Cảng Nam Hải Đình Vũ,690.397.260,629.123.287,,690397260.0,629123287.0
(viii),(viii) > (viii),(viii),,704.205.479,1.119.517.583,,704205479.0,1119517583.0
(ix),(ix),(ix),"Chỉ trả quỹ khen thưởng, phúc lợi cho các công ty con",,,,,
(ix),(ix) > (ix),(ix),Công ty TNHH Một thành viên Trung tâm Logistics Xanh,1.800.000.000,1.700.000.000,,1800000000.0,1700000000.0
(ix),(ix) > (ix),(ix),Công ty TNHH Một thành viên Viconship Hồ Chí Minh,-,700.000.000,,,700000000.0
(ix),(ix) > (ix),(ix),Công ty Cổ phần Cảng cạn Quảng Bình - Đình Vũ,-,500.000.000,,,500000000.0
(ix),(ix) > (ix),(ix),,1.800.000.000,2.900.000.000,,1800000000.0,2900000000.0
