row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2025 VND,Tại ngày 31 tháng 12 năm > 2024 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2025 VND,numeric__Tại ngày 31 tháng 12 năm > 2024 VND
100,100,100,TÀI SẢN NGẮN HẠN,,2.189.079.318.297,575.567.640.137,,,2189079318297.0,575567640137.0
110,110,110,Tiền và các khoản tương đương tiền,3,56.477.232.825,24.687.957.151,,3.0,56477232825.0,24687957151.0
111,111,111,Tiền,,55.577.232.825,23.787.957.151,,,55577232825.0,23787957151.0
112,112,112,Các khoản tương đương tiền,,900.000.000,900.000.000,,,900000000.0,900000000.0
120,120,120,Đầu tư tài chính ngắn hạn,,651.268.923.773,406.540.895.913,,,651268923773.0,406540895913.0
121,121,121,Chứng khoán kinh doanh,8(a),673.108.854.306,431.605.771.080,,,673108854306.0,431605771080.0
122,122,122,Dự phòng giảm giá chứng khoán kinh doanh,8(a),(21.839.930.533),(26.064.875.167),,,-21839930533.0,-26064875167.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,8(b),-,1.000.000.000,,,,1000000000.0
130,130,130,Các khoản phải thu ngắn hạn,,1.460.147.394.134,131.855.073.109,,,1460147394134.0,131855073109.0
131,131,131,Phải thu ngắn hạn của khách hàng,4,23.141.064.974,9.460.178.040,,4.0,23141064974.0,9460178040.0
132,132,132,Trả trước cho người bán ngắn hạn,,941.114.486,1.488.972.671,,,941114486.0,1488972671.0
135,135,135,Phải thu về cho vay ngắn hạn,5,3.500.000.000,44.666.666.668,,5.0,3500000000.0,44666666668.0
136,136,136,Phải thu ngắn hạn khác,6,1.432.883.543.195,76.557.584.251,,6.0,1432883543195.0,76557584251.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,6,(318.328.521),(318.328.521),,6.0,-318328521.0,-318328521.0
140,140,140,Hàng tồn kho,,469.871.982,26.344.809,,,469871982.0,26344809.0
141,141,141,Hàng tồn kho,,469.871.982,26.344.809,,,469871982.0,26344809.0
150,150,150,Tài sản ngắn hạn khác,,20.715.895.583,12.457.369.155,,,20715895583.0,12457369155.0
151,151,151,Chi phí trả trước ngắn hạn,,260.118.429,59.296.179,,,260118429.0,59296179.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ 10(a)",,20.455.777.154,10.892.687.241,,,20455777154.0,10892687241.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,10(b),-,1.505.385.735,,,,1505385735.0
200,200,200,TÀI SẢN DÀI HẠN,,7.595.126.507.323,5.304.158.021.615,,,7595126507323.0,5304158021615.0
220,220,220,Tài sản cố định,,250.999.510.912,29.125.985.207,,,250999510912.0,29125985207.0
221,221,221,Tài sản cố định hữu hình,7(a),164.254.217.991,23.708.132.206,,,164254217991.0,23708132206.0
222,222,222,Nguyên giá,,227.365.694.000,75.265.694.000,,,227365694000.0,75265694000.0
223,223,223,Giá trị khấu hao lũy kế,,(63.111.476.009),(51.557.561.794),,,-63111476009.0,-51557561794.0
221,221,221,Tài sản cố định thuê tài chính,7(b),81.327.439.920,-,,,81327439920.0,
222,222,222,Nguyên giá,,81.393.079.501,-,,,81393079501.0,
223,223,223,Giá trị khấu hao lũy kế,,(65.639.581),-,,,-65639581.0,
227,227,227,Tài sản cố định vô hình,7(c),5.417.853.001,5.417.853.001,,,5417853001.0,5417853001.0
228,228,228,Nguyên giá,,6.099.124.701,6.099.124.701,,,6099124701.0,6099124701.0
229,229,229,Giá trị khấu hao lũy kế,,(681.271.700),(681.271.700),,,-681271700.0,-681271700.0
250,250,250,Đầu tư tài chính dài hạn,,7.331.646.880.513,5.259.424.463.830,,,7331646880513.0,5259424463830.0
251,251,251,Đầu tư vào công ty con,8(c),5.143.942.647.609,4.623.516.422.609,,,5143942647609.0,4623516422609.0
252,252,252,Đầu tư vào công ty liên kết,8(d),2.330.800.900.895,774.032.724.450,,,2330800900895.0,774032724450.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,8(e),155.000.000,155.000.000,,,155000000.0,155000000.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,"8(c,d)",(143.251.667.991),(138.279.683.229),,,-143251667991.0,-138279683229.0
260,260,260,Tài sản dài hạn khác,,12.480.115.898,15.607.572.578,,,12480115898.0,15607572578.0
261,261,261,Chi phí trả trước dài hạn,9,5.480.115.898,9.607.572.578,,9.0,5480115898.0,9607572578.0
268,268,268,Tài sản dài hạn khác,,7.000.000.000,6.000.000.000,,,7000000000.0,6000000000.0
270,270,270,TỔNG TÀI SẢN,,9.784.205.825.620,5.879.725.661.752,,,9784205825620.0,5879725661752.0
