row_label_raw,row_label_full,Tên,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Cắng xanh VIP,Công ty Cổ phần Cắng xanh VIP,Công ty Cổ phần Cắng xanh VIP,Công ty con,
Công ty Cổ phần VSC Green Logistics,Công ty Cổ phần VSC Green Logistics,Công ty Cổ phần VSC Green Logistics,Công ty con,
Công ty Cổ phần Container Miền Trung,Công ty Cổ phần Container Miền Trung,Công ty Cổ phần Container Miền Trung,Công ty con,
Công ty TNHH Một thành viên Dịch vụ Cắng Xanh,Công ty TNHH Một thành viên Dịch vụ Cắng Xanh,Công ty TNHH Một thành viên Dịch vụ Cắng Xanh,Công ty con,
Công ty TNHH Một thành viên Viconship Hồ Chí Minh,Công ty TNHH Một thành viên Viconship Hồ Chí Minh,Công ty TNHH Một thành viên Viconship Hồ Chí Minh,Công ty con,
Công ty TNHH Một thành viên Trung tâm Logistics Xanh,Công ty TNHH Một thành viên Trung tâm Logistics Xanh,Công ty TNHH Một thành viên Trung tâm Logistics Xanh,Công ty con,
Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Công ty con,
Công ty TNHH Cắng Nam Hải Đình Vũ,Công ty TNHH Cắng Nam Hải Đình Vũ,Công ty TNHH Cắng Nam Hải Đình Vũ,Công ty con(từ ngày 18/7/2024)Công ty liên kết(đến ngày 18/7/2024),
Công ty Cổ phần Hải An Green Shipping Lines,Công ty Cổ phần Hải An Green Shipping Lines,Công ty Cổ phần Hải An Green Shipping Lines,Công ty con(từ ngày 19/8/2025),
Công ty Cổ phần Cắng cạn Quảng Bình - Đình Vũ,Công ty Cổ phần Cắng cạn Quảng Bình - Đình Vũ,Công ty Cổ phần Cắng cạn Quảng Bình - Đình Vũ,Công ty con gián tiếp,
Công ty Cổ phần Logistics Cắng Đà Nẵng,Công ty Cổ phần Logistics Cắng Đà Nẵng,Công ty Cổ phần Logistics Cắng Đà Nẵng,Công ty liên kết,
Công ty Cổ phần Cắng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Cắng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Cắng dịch vụ Dầu khí Đình Vũ,Công ty liên kết(đến ngày 12/9/2024),
Công ty TNHH Tuyến Container T.S. Hà Nội,Công ty TNHH Tuyến Container T.S. Hà Nội,Công ty TNHH Tuyến Container T.S. Hà Nội,Công ty liên kết(đến ngày 23/1/2025),
Công ty Cổ phần Cắng VIMC Đình Vũ,Công ty Cổ phần Cắng VIMC Đình Vũ,Công ty Cổ phần Cắng VIMC Đình Vũ,Công ty liên kết,
Công ty Cổ phần Vận tải biển Vinaship,Công ty Cổ phần Vận tải biển Vinaship,Công ty Cổ phần Vận tải biển Vinaship,Công ty liên kết,
Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Công ty liên kết(từ ngày 1/7/2025),
Hội đồng Quản trị/Ban Kiểm soát/Ban Giám đốc,Hội đồng Quản trị/Ban Kiểm soát/Ban Giám đốc,Hội đồng Quản trị/Ban Kiểm soát/Ban Giám đốc,Nhân sự quản lý chủ chốt,
