row_label_raw,row_label_full,Ban Kiểm soát,Ban Kiểm soát_1,Ban Kiểm soát_2,Ban Kiểm soát_3,numeric__Ban Kiểm soát_1,numeric__Ban Kiểm soát_2,numeric__Ban Kiểm soát_3
Bà Đoàn Thị Lan Anh,Bà Đoàn Thị Lan Anh,Bà Đoàn Thị Lan Anh,Trường ban(từ ngày 25/4/2025),720.000.000,-,,720000000.0,
Ông Nguyễn Đức Thành,Ông Nguyễn Đức Thành,Ông Nguyễn Đức Thành,Trường ban(đến ngày 25/4/2025),1.662.400.000,867.000.000,,1662400000.0,867000000.0
Ông Trường Lý Thế Anh,Ông Trường Lý Thế Anh,Ông Trường Lý Thế Anh,Trường ban(đến ngày 10/6/2024),-,100.000.000,,,100000000.0
Bà Ngô Thị Thủy Lương,Bà Ngô Thị Thủy Lương,Bà Ngô Thị Thủy Lương,Thành viên(đến ngày 25/4/2025),50.000.000,90.000.000,,50000000.0,90000000.0
Bà Nghiêm Thị Thùy Dương,Bà Nghiêm Thị Thùy Dương,Bà Nghiêm Thị Thùy Dương,Thành viên,100.000.000,90.000.000,,100000000.0,90000000.0
Bà Phạm Thị Trung Hiếu,Bà Phạm Thị Trung Hiếu,Bà Phạm Thị Trung Hiếu,Thành viên(từ ngày 25/4/2025),-,-,,,
