row_label_raw,row_label_full,"Bên thứ baTrong đó:- Đặt cọc nhận chuyển nhượng dự ánHabour City (i)- Đặt cọc nhận chuyển nhượng cổ phầncông ty (ii)- Tiền bán chứng khoán đang chờ về- Phải thu liên quan đến việc điều chỉnhgiá chuyển nhượng vốn góp Công tyTNHH Cảng Nam Hải Đình Vũ (""CảngNam Hải Đình Vũ"")- KhácBên liên quan (Thuyết minh 28(b)) (iii)",31/12/2025VND > 1.370.434.715.006913.396.900.000441.310.000.000-15.727.815.00662.448.828.189,31/12/2024VND > 61.714.050.004-40.417.438.85220.800.000.000496.611.15214.843.534.247,numeric__31/12/2025VND > 1.370.434.715.006913.396.900.000441.310.000.000-15.727.815.00662.448.828.189,numeric__31/12/2024VND > 61.714.050.004-40.417.438.85220.800.000.000496.611.15214.843.534.247
,,,1.432.883.543.195,76.557.584.251,1432883543195.0,76557584251.0
Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,(318.328.521),(318.328.521),-318328521.0,-318328521.0
