row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,162.618.289.518,45.380.031.173,,,162618289518.0,45380031173.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,19,162.618.289.518,45.380.031.173,,19.0,162618289518.0,45380031173.0
11,02 > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,20,(121.797.574.471),(19.886.521.874),,20.0,-121797574471.0,-19886521874.0
20,02 > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,40.820.715.047,25.493.509.299,,,40820715047.0,25493509299.0
21,02 > 21,21,Doanh thu hoạt động tài chính,21,1.061.368.498.966,510.094.076.629,,21.0,1061368498966.0,510094076629.0
22,02 > 22,22,Chi phí tài chính,22,(286.106.125.917),(200.474.729.417),,22.0,-286106125917.0,-200474729417.0
23,02 > 23,23,- Trong đó: Chi phí đi vay,,(259.135.157.493),(117.715.348.977),,,-259135157493.0,-117715348977.0
25,02 > 25,25,Chi phí bán hàng,,(3.706.945.702),(522.225.442),,,-3706945702.0,-522225442.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,23,(74.106.128.068),(68.311.919.976),,23.0,-74106128068.0,-68311919976.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,738.270.014.326,266.278.711.093,,,738270014326.0,266278711093.0
31,02 > 31,31,Thu nhập khác,24,11.967.365.441,1.085.901.796,,24.0,11967365441.0,1085901796.0
32,02 > 32,32,Chi phí khác,24,(84.700),(7.510.751.332),,24.0,-84700.0,-7510751332.0
40,02 > 40,40,Lợi nhuận/(lỗ) khác,,11.967.280.741,(6.424.849.536),,,11967280741.0,-6424849536.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế,,750.237.295.067,259.853.861.557,,,750237295067.0,259853861557.0
51,02 > 51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",25,(33.168.554.796),(2.489.502),,25.0,-33168554796.0,-2489502.0
52,02 > 52,52,Chi phí thuế TNDN hoãn lại,25,-,-,,25.0,,
60,02 > 60,60,Lợi nhuận sau thuế TNDN,,717.068.740.271,259.851.372.055,,,717068740271.0,259851372055.0
