row_label_raw,row_label_full,Công ty được đầu tư,Địa chỉ,Lĩnh vực kinh doanh,Vốn điều lệ,Tỷ lệ sở hữu trực tiếp,numeric__Địa chỉ,numeric__Lĩnh vực kinh doanh,numeric__Vốn điều lệ,numeric__Tỷ lệ sở hữu trực tiếp
Công ty được đầu tư,Công ty được đầu tư,Công ty được đầu tư,Địa chỉ,Lĩnh vực kinh doanh,Tỷ VND,%,,,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,
"Công ty Cổ phần Khách san và Du lịch Bảo Việt (""Bảo Việt Resort"")","Công ty liên kết > Công ty Cổ phần Khách san và Du lịch Bảo Việt (""Bảo Việt Resort"")","Công ty Cổ phần Khách san và Du lịch Bảo Việt (""Bảo Việt Resort"")","Số 706 B, Đồi Cát Bay, Khu phố 5, Mãi Né, Thành phố Phan Thiết, Tỉnh Bình Thuận",Dịch vụ du lịch và nghĩ dưỡng,60,"35,00",,,60.0,35.0
"Công ty Cổ phần Đầu tư và Xây dựng Quốc tế VIGEBA (""VIGEBA"")","Công ty liên kết > Công ty Cổ phần Đầu tư và Xây dựng Quốc tế VIGEBA (""VIGEBA"")","Công ty Cổ phần Đầu tư và Xây dựng Quốc tế VIGEBA (""VIGEBA"")","232 Phạm Văn Đồng, Cổ Nhuế, Từ Liêm, Hà Nội",Kinh doanh bất động sản,180,"8,33",,,180.0,8.33
"Ngân hàng TMCP Bảo Việt (""Bảo Việt Bank"")","Công ty liên kết > Ngân hàng TMCP Bảo Việt (""Bảo Việt Bank"")","Ngân hàng TMCP Bảo Việt (""Bảo Việt Bank"")","Tòa nhà Cornerstone 16 Phan Chu Trinh, quận Hoàn Kiểm, Thành phố Hà Nội",Dịch vụ ngân hàng,3.150,"49,52",,,3150.0,49.52
"Công ty Cổ phần Trung Nam Phú Quốc (""Trung Nam Phú Quốc"")","Công ty liên kết > Công ty Cổ phần Trung Nam Phú Quốc (""Trung Nam Phú Quốc"")","Công ty Cổ phần Trung Nam Phú Quốc (""Trung Nam Phú Quốc"")","Tổ 1, ấp Cửa Lắp, xã Dương Tơ, huyện Phú Quốc, tỉnh Kiên Giang",Dịch vụ du lịch và nghĩ dưỡng,220,"49,00",,,220.0,49.0
Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,Công ty liên doanh,,,,
"Công ty TNHH Bảo hiểm Bảo Việt – Tokio Marine (""Bảo Việt Tokio Marine"")","Công ty liên doanh > Công ty TNHH Bảo hiểm Bảo Việt – Tokio Marine (""Bảo Việt Tokio Marine"")","Công ty TNHH Bảo hiểm Bảo Việt – Tokio Marine (""Bảo Việt Tokio Marine"")","P601, tầng 6, Tòa nhà Mặt trời Sống Hồng, 23 Phan Chu Trinh, quận Hoàn Kiểm, thành phố Hà Nội","Bảo hiểm phi nhân thọ, tái bảo hiểm, giám định tổn thất, hoạt động đầu tư tài chính",300,"49,00",,,300.0,49.0
