row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Năm trước(số đã trình bày),Phân loại lại,Năm trước(phân loại lại),numeric__CHỈ TIÊU,numeric__Năm trước(số đã trình bày),numeric__Phân loại lại,numeric__Năm trước(phân loại lại)
11,11,11,Chi phí hoạt động kinh doanh,(41.374.514.517),(67.010.373.311),(108.384.887.828),,-41374514517.0,-67010373311.0,-108384887828.0
20,20,20,Lợi nhuận gộp từ hoạt động kinh doanh,1.274.124.808.940,(67.010.373.311),1.207.114.435.629,,1274124808940.0,-67010373311.0,1207114435629.0
26,26,26,Chi phí quản lý doanh nghiệp,(255.168.458.474),67.010.373.311,(188.158.085.163),,-255168458474.0,67010373311.0,-188158085163.0
