row_label_raw,row_label_full,col_0,Bàng cân đối kế toán riêng,Bàng cân đối kế toán riêng_1,Báo cáo kết quả hoạt động kinh doanh riêng,Báo cáo kết quả hoạt động kinh doanh riêng_1,numeric__Bàng cân đối kế toán riêng,numeric__Bàng cân đối kế toán riêng_1,numeric__Báo cáo kết quả hoạt động kinh doanh riêng,numeric__Báo cáo kết quả hoạt động kinh doanh riêng_1
,,,Số cuối nămVND,Số đầu nămVND,Năm nayVND,Năm trướcVND,,,,
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,,,,,,,,
Dự phòng trái phiếu Vinashin trích trước,Tài sản thuế thu nhập hoãn lại > Dự phòng trái phiếu Vinashin trích trước,Dự phòng trái phiếu Vinashin trích trước,37.883.800.000,18.941.900.000,,,37883800000.0,18941900000.0,,
Thuế suất thuế TNDN sử dụng để xác định giá trị tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại > Thuế suất thuế TNDN sử dụng để xác định giá trị tài sản thuế thu nhập hoãn lại,Thuế suất thuế TNDN sử dụng để xác định giá trị tài sản thuế thu nhập hoãn lại,20%,20%,,,0.2,0.2,,
,,,7.576.760.000,3.788.380.000,,,7576760000.0,3788380000.0,,
