row_label_raw,row_label_full,col_0,Biến động của chỉ số thị trường,Ảnh hưởng lên lợi nhuận trước thuế của danh mục cố phiếu niêm yết (*) (VND),numeric__Biến động của chỉ số thị trường,numeric__Ảnh hưởng lên lợi nhuận trước thuế của danh mục cố phiếu niêm yết (*) (VND)
31 tháng 12 năm 2016,31 tháng 12 năm 2016,31 tháng 12 năm 2016,31 tháng 12 năm 2016,31 tháng 12 năm 2016,,
Kịch bản 1,31 tháng 12 năm 2016 > Kịch bản 1,Kịch bản 1,+10%,16.224.067.368,0.1,16224067368.0
Kịch bản 2,31 tháng 12 năm 2016 > Kịch bản 2,Kịch bản 2,-10%,(16.224.067.368),-0.1,-16224067368.0
31 tháng 12 năm 2015,31 tháng 12 năm 2015,31 tháng 12 năm 2015,31 tháng 12 năm 2015,31 tháng 12 năm 2015,,
Kịch bản 1,31 tháng 12 năm 2015 > Kịch bản 1,Kịch bản 1,+10%,15.427.266.913,0.1,15427266913.0
Kịch bản 2,31 tháng 12 năm 2015 > Kịch bản 2,Kịch bản 2,-10%,(15.427.266.913),-0.1,-15427266913.0
