row_label_raw,row_label_full,col_0,Nhà cửa VND,Quyền sử dụng đất VND,Tổng cộng VND,numeric__Nhà cửa VND,numeric__Quyền sử dụng đất VND,numeric__Tổng cộng VND
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,
Số dư đầu năm (*),Nguyên giá: > Số dư đầu năm (*),Số dư đầu năm (*),266.932.399.752,19.613.327.386,286.545.727.138,266932399752.0,19613327386.0,286545727138.0
- Tăng trong năm,- Tăng trong năm,- Tăng trong năm,-,-,-,,,
Số dư cuối năm,- Tăng trong năm > Số dư cuối năm,Số dư cuối năm,266.932.399.752,19.613.327.386,286.545.727.138,266932399752.0,19613327386.0,286545727138.0
Giá trị hao mòn lũy kê:,Giá trị hao mòn lũy kê:,Giá trị hao mòn lũy kê:,Giá trị hao mòn lũy kê:,Giá trị hao mòn lũy kê:,Giá trị hao mòn lũy kê:,,,
Số dư đầu năm (*),Giá trị hao mòn lũy kê: > Số dư đầu năm (*),Số dư đầu năm (*),54.752.478.958,7.896.496.150,62.648.975.108,54752478958.0,7896496150.0,62648975108.0
- Khấu hao/hao mòn trong năm,Giá trị hao mòn lũy kê: > - Khấu hao/hao mòn trong năm,- Khấu hao/hao mòn trong năm,10.694.584.008,650.935.068,11.345.519.076,10694584008.0,650935068.0,11345519076.0
Số dư cuối năm,Giá trị hao mòn lũy kê: > Số dư cuối năm,Số dư cuối năm,65.447.062.966,8.547.431.218,73.994.494.184,65447062966.0,8547431218.0,73994494184.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,
Số dư đầu năm (*),Giá trị còn lại: > Số dư đầu năm (*),Số dư đầu năm (*),212.179.920.794,11.716.831.236,223.896.752.030,212179920794.0,11716831236.0,223896752030.0
Số dư cuối năm,Giá trị còn lại: > Số dư cuối năm,Số dư cuối năm,201.485.336.786,11.065.896.168,212.551.232.954,201485336786.0,11065896168.0,212551232954.0
