row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,3.062.772.702.708,2.710.116.548.654,,,3062772702708.0,2710116548654.0
110,110,110,I. Tiền và các khoản tương đương tiền,6,478.096.731.969,102.066.332.942,,6.0,478096731969.0,102066332942.0
111,111,111,1. Tiền,,279.096.731.969,102.066.332.942,,,279096731969.0,102066332942.0
112,112,112,2. Các khoản tương đương tiền,,199.000.000.000,-,,,199000000000.0,
120,120,120,II. Đầu tư tài chính ngắn hạn,,2.072.321.303.072,2.175.368.486.154,,,2072321303072.0,2175368486154.0
121,121,121,1. Chứng khoán kinh doanh,7.1,815.929.638.922,832.092.093.361,,71.0,815929638922.0,832092093361.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,7.1,(230.834.035.850),(247.723.607.207),,71.0,-230834035850.0,-247723607207.0
123,123,123,3. Đầu tư nằm giữ đến ngày đáo hạn,7.2,1.487.225.700.000,1.591.000.000.000,,72.0,1487225700000.0,1591000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,8,493.881.998.946,421.406.684.920,,8.0,493881998946.0,421406684920.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,,355.467.696.562,399.296.729.682,,,355467696562.0,399296729682.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,109.590.511.774,-,,,109590511774.0,
136,136,136,3. Phải thu ngắn hạn khác,,28.823.790.610,22.109.955.238,,,28823790610.0,22109955238.0
150,150,150,IV. Tài sản ngắn hạn khác,,18.472.668.721,11.275.044.638,,,18472668721.0,11275044638.0
151,151,151,1. Chi phí trả trước ngắn hạn,,7.685.612.215,11.275.044.638,,,7685612215.0,11275044638.0
153,153,153,2. Thuế và các khoản khác phải thu Nhà nước,13,10.787.056.506,-,,13.0,10787056506.0,
200,200,200,B. TÀI SẢN DÀI HẠN,,9.573.148.673.985,9.446.129.887.149,,,9573148673985.0,9446129887149.0
220,220,220,I. Tài sản cố định,,111.736.453.833,99.597.298.955,,,111736453833.0,99597298955.0
221,221,221,1. Tài sản cố định hữu hình,9,74.282.084.669,63.586.303.769,,9.0,74282084669.0,63586303769.0
222,222,222,Nguyên giá,,325.938.463.482,302.155.207.508,,,325938463482.0,302155207508.0
223,223,223,Giá trị hao mòn lũy kế,,(251.656.378.813),(238.568.903.739),,,-251656378813.0,-238568903739.0
227,227,227,2. Tài sản cố định vô hình,10,37.454.369.164,36.010.995.186,,10.0,37454369164.0,36010995186.0
228,228,228,Nguyên giá,,113.497.346.327,108.464.722.770,,,113497346327.0,108464722770.0
229,229,229,Giá trị hao mòn lũy kế,,(76.042.977.163),(72.453.727.584),,,-76042977163.0,-72453727584.0
230,230,230,II. Bất động sản đầu tư,11,212.551.232.954,223.896.752.030,,11.0,212551232954.0,223896752030.0
231,231,231,1. Nguyên giá,,286.545.727.138,286.545.727.138,,,286545727138.0,286545727138.0
232,232,232,2. Giá trị hao mòn lũy kế,,(73.994.494.184),(62.648.975.108),,,-73994494184.0,-62648975108.0
240,240,240,III. Tài sản dở dang dài hạn,,34.836.484.204,45.322.742.955,,,34836484204.0,45322742955.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,12,34.836.484.204,45.322.742.955,,12.0,34836484204.0,45322742955.0
250,250,250,IV. Đầu tư tài chính dài hạn,,9.206.447.742.994,9.073.524.713.209,,,9206447742994.0,9073524713209.0
251,251,251,1. Đầu tư vào công ty con và BVIF,7.3,5.861.291.148.720,5.361.291.148.720,,73.0,5861291148720.0,5361291148720.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",7.3,2.165.700.000.000,1.737.000.000.000,,73.0,2165700000000.0,1737000000000.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,7.3,-,(153.223.980),,73.0,,-153223980.0
255,255,255,4. Đầu tư nám giữ đến ngày đáo hạn,7.2,1.179.456.594.274,1.975.386.788.469,,72.0,1179456594274.0,1975386788469.0
260,260,260,V. Tài sản dài hạn khác,,7.576.760.000,3.788.380.000,,,7576760000.0,3788380000.0
262,262,262,1. Tài sản thuê thu nhập hoãn lại,22.3,7.576.760.000,3.788.380.000,,223.0,7576760000.0,3788380000.0
270,270,270,TỔNG CỘNG TÀI SẢN,,12.635.921.376.693,12.156.246.435.803,,,12635921376693.0,12156246435803.0
