row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,469.963.267.581,397.739.317.623,,,469963267581.0,397739317623.0
310,310,310,I. Nợ ngắn hạn,,469.963.267.581,397.739.317.623,,,469963267581.0,397739317623.0
311,311,311,1. Phải trả người bán ngắn hạn,,3.785.448.102,5.782.492.606,,,3785448102.0,5782492606.0
313,313,313,2. Thuế và các khoản phải nộp Nhà nước,13,3.965.187.038,850.168.780,,13.0,3965187038.0,850168780.0
314,314,314,3. Phải trả người lao động,14,46.922.536.058,17.434.858.724,,14.0,46922536058.0,17434858724.0
315,315,315,4. Chi phí phải trả ngắn hạn,,3.000.748.348,198.038.915,,,3000748348.0,198038915.0
319,319,319,5. Phải trả ngắn hạn khác,15,77.958.496.201,56.318.874.239,,15.0,77958496201.0,56318874239.0
322,322,322,"6. Quỹ khen thưởng, phúc lợi",16,37.877.786.852,42.095.343.304,,16.0,37877786852.0,42095343304.0
324,324,324,7. Giao dịch mua bán lại trái phiếu Chính phủ,17,296.453.064.982,275.059.541.055,,17.0,296453064982.0,275059541055.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,12.165.958.109.112,11.758.507.118.180,,,12165958109112.0,11758507118180.0
410,410,410,I. Vốn chủ sở hữu,18,12.165.958.109.112,11.758.507.118.180,,18.0,12165958109112.0,11758507118180.0
411,411,411,1. Vốn góp của chủ sở hữu,,6.804.714.340.000,6.804.714.340.000,,,6804714340000.0,6804714340000.0
411a,411a,411a,- Cổ phiếu phố thông có quyền biểu quyết,,6.804.714.340.000,6.804.714.340.000,,,6804714340000.0,6804714340000.0
412,412,412,2. Thắng dư vốn cổ phần,,3.184.332.381.197,3.184.332.381.197,,,3184332381197.0,3184332381197.0
418,418,418,3. Quỹ đầu tư phát triển,,262.490.696.580,112.135.049.926,,,262490696580.0,112135049926.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,1.914.420.691.335,1.657.325.347.057,,,1914420691335.0,1657325347057.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,,894.431.326.720,656.058.451.496,,,894431326720.0,656058451496.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối kỳ này,,1.019.989.364.615,1.001.266.895.561,,,1019989364615.0,1001266895561.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,12.635.921.376.693,12.156.246.435.803,,,12635921376693.0,12156246435803.0
