row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Doanh thu từ hoạt động đầu tư tài chính,Doanh thu từ hoạt động đầu tư tài chính,Doanh thu từ hoạt động đầu tư tài chính,Doanh thu từ hoạt động đầu tư tài chính,Doanh thu từ hoạt động đầu tư tài chính,,
Lãi tiền gửi không kỳ hạn,Doanh thu từ hoạt động đầu tư tài chính > Lãi tiền gửi không kỳ hạn,Lãi tiền gửi không kỳ hạn,671.871.194,1.028.728.557,671871194.0,1028728557.0
Lãi tiền gửi cỏ kỳ hạn,Doanh thu từ hoạt động đầu tư tài chính > Lãi tiền gửi cỏ kỳ hạn,Lãi tiền gửi cỏ kỳ hạn,105.813.651.769,178.664.124.927,105813651769.0,178664124927.0
Lãi trái phiếu,Doanh thu từ hoạt động đầu tư tài chính > Lãi trái phiếu,Lãi trái phiếu,145.699.101.426,74.788.200.260,145699101426.0,74788200260.0
Cổ tức và lợi nhuận được chia,Doanh thu từ hoạt động đầu tư tài chính > Cổ tức và lợi nhuận được chia,Cổ tức và lợi nhuận được chia,935.744.582.132,940.277.316.128,935744582132.0,940277316128.0
Lãi chênh lệch tỷ giá chưa thực hiện,Doanh thu từ hoạt động đầu tư tài chính > Lãi chênh lệch tỷ giá chưa thực hiện,Lãi chênh lệch tỷ giá chưa thực hiện,1.320.770,1.594.464,1320770.0,1594464.0
Lãi đầu tư chứng khoán,Doanh thu từ hoạt động đầu tư tài chính > Lãi đầu tư chứng khoán,Lãi đầu tư chứng khoán,24.856.405.911,1.975.791.498,24856405911.0,1975791498.0
,,,1.212.786.933.202,1.196.735.755.834,1212786933202.0,1196735755834.0
Doanh thu từ hoạt động kinh doanh khác,Doanh thu từ hoạt động kinh doanh khác,Doanh thu từ hoạt động kinh doanh khác,Doanh thu từ hoạt động kinh doanh khác,Doanh thu từ hoạt động kinh doanh khác,,
Dịch vụ đào tạo,Doanh thu từ hoạt động kinh doanh khác > Dịch vụ đào tạo,Dịch vụ đào tạo,6.771.755.559,-,6771755559.0,
Cho thuê văn phòng,Doanh thu từ hoạt động kinh doanh khác > Cho thuê văn phòng,Cho thuê văn phòng,76.110.199.783,72.797.183.675,76110199783.0,72797183675.0
Dịch vụ công nghệ thông tin,Doanh thu từ hoạt động kinh doanh khác > Dịch vụ công nghệ thông tin,Dịch vụ công nghệ thông tin,104.337.623.251,45.966.383.948,104337623251.0,45966383948.0
,,,187.219.578.593,118.763.567.623,187219578593.0,118763567623.0
,,,1.400.006.511.795,1.315.499.323.457,1400006511795.0,1315499323457.0
