row_label_raw,row_label_full,Mã số > 50 > 60,CHỈ TIÊU > Lưu chuyển tiền thuần trong năm (50 = 20+30+40) > Tiền và tương đương tiền đầu năm,Thuyết minh,Năm nay > 376.029.078.257 > 102.066.332.942,Năm trước > 50.958.543.236 > 51.106.195.242,numeric__CHỈ TIÊU > Lưu chuyển tiền thuần trong năm (50 = 20+30+40) > Tiền và tương đương tiền đầu năm,numeric__Thuyết minh,numeric__Năm nay > 376.029.078.257 > 102.066.332.942,numeric__Năm trước > 50.958.543.236 > 51.106.195.242
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,1.320.770,1.594.464,,,1320770.0,1594464.0
70,70,70,Tiền và tương đương tiền cuối năm,6,478.096.731.969,102.066.332.942,,6.0,478096731969.0,102066332942.0
