row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Số đầu năm(số đã trình bày),Phân loại lại,Số đầu năm(phân loại lại),numeric__CHỈ TIỀU,numeric__Số đầu năm(số đã trình bày),numeric__Phân loại lại,numeric__Số đầu năm(phân loại lại)
130,130,130,Các khoản phải thu ngắn hạn,420.406.982.110,999.702.810,421.406.684.920,,420406982110.0,999702810.0,421406684920.0
131,131,131,Phải thu ngắn hạn của khách hàng,415.776.977.056,(16.480.247.374),399.296.729.682,,415776977056.0,-16480247374.0,399296729682.0
136,136,136,Phải thu ngắn hạn khác,4.630.005.054,17.479.950.184,22.109.955.238,,4630005054.0,17479950184.0,22109955238.0
150,150,150,Tải sản ngắn hạn khác,12.274.747.448,(999.702.810),11.275.044.638,,12274747448.0,-999702810.0,11275044638.0
155,155,155,Tải sản ngắn hạn khác,999.702.810,(999.702.810),-,,999702810.0,-999702810.0,
315,315,315,Chi phí phải trả ngắn hạn,-,198.038.915,198.038.915,,,198038915.0,198038915.0
319,319,319,Phải trả ngắn hạn khác,56.516.913.154,(198.038.915),56.318.874.239,,56516913154.0,-198038915.0,56318874239.0
220,220,220,Tải sản cố định,323.494.050.985,(223.896.752.030),99.597.298.955,,323494050985.0,-223896752030.0,99597298955.0
221,221,221,Tải sản cố định hữu hình,275.766.224.563,(212.179.920.794),63.586.303.769,,275766224563.0,-212179920794.0,63586303769.0
222,222,222,Nguyên giá,569.087.607.260,(266.932.399.752),302.155.207.508,,569087607260.0,-266932399752.0,302155207508.0
223,223,223,Giá trị hao mòn lũy kế,(293.321.382.697),54.752.478.958,(238.568.903.739),,-293321382697.0,54752478958.0,-238568903739.0
227,227,227,Tải sản cố định vô hình,47.727.826.422,(11.716.831.236),36.010.995.186,,47727826422.0,-11716831236.0,36010995186.0
228,228,228,Nguyên giá,128.078.050.156,(19.613.327.386),108.464.722.770,,128078050156.0,-19613327386.0,108464722770.0
229,229,229,Giá trị hao mòn lũy kế,(80.350.223.734),7.896.496.150,(72.453.727.584),,-80350223734.0,7896496150.0,-72453727584.0
230,230,230,Bất động sản đầu tư,-,223.896.752.030,223.896.752.030,,,223896752030.0,223896752030.0
231,231,231,Nguyên giá,-,286.545.727.138,286.545.727.138,,,286545727138.0,286545727138.0
232,232,232,Giá trị hao mòn lũy kế,-,(62.648.975.108),(62.648.975.108),,,-62648975108.0,-62648975108.0
