row_label_raw,row_label_full,"Giá trị rủi ro của danh mụccổ phiếu niêm yết tạingày 31 tháng 12 năm 2016 > Giá trị sở sách > Giá trị thị trường > VaR (95%, 1 ngày)",HOSE > 357.736.024.922 > 258.892.049.150 > (4.035.081.150),HNX > 69.901.560.000 > 254.968.584.000 > (10.849.251.634),Tổng > 427.637.584.922 > 513.860.633.150 > (14.884.332.784),numeric__HOSE > 357.736.024.922 > 258.892.049.150 > (4.035.081.150),numeric__HNX > 69.901.560.000 > 254.968.584.000 > (10.849.251.634),numeric__Tổng > 427.637.584.922 > 513.860.633.150 > (14.884.332.784)
Mức độ đa dạng hóa VaR(95%),Mức độ đa dạng hóa VaR(95%),Mức độ đa dạng hóa VaR(95%),2.934.595.523,-,2.934.595.523,2934595523.0,,2934595523.0
"VaR (95%, 1 tuần)","VaR (95%, 1 tuần)","VaR (95%, 1 tuần)",(9.022.715.747),(24.259.664.160),(33.282.379.907),-9022715747.0,-24259664160.0,-33282379907.0
"VaR (95%, 1 tháng)","VaR (95%, 1 tháng)","VaR (95%, 1 tháng)",(18.926.208.219),(50.887.500.849),(69.813.709.068),-18926208219.0,-50887500849.0,-69813709068.0
"VaR (95%, 1 năm)","VaR (95%, 1 năm)","VaR (95%, 1 năm)",(64.054.927.461),(172.226.530.416),(236.281.457.877),-64054927461.0,-172226530416.0,-236281457877.0
