row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,105.395.162,112.517.360,105395162.0,112517360.0
"Bảo hiểm xã hội, bảo hiểm y tế","Bảo hiểm xã hội, bảo hiểm y tế","Bảo hiểm xã hội, bảo hiểm y tế",100.578.895,195.318.359,100578895.0,195318359.0
Bảo hiểm thất nghiệp,Bảo hiểm thất nghiệp,Bảo hiểm thất nghiệp,49.327.017,61.339.432,49327017.0,61339432.0
Kinh phí cho các chương trình An sinh xã hội chở giải ngân (*),Kinh phí cho các chương trình An sinh xã hội chở giải ngân (*),Kinh phí cho các chương trình An sinh xã hội chở giải ngân (*),21.983.617.106,43.590.082.337,21983617106.0,43590082337.0
Phải trả tiền đặt cọc của các đơn vị thuê trụ sở làm việc,Phải trả tiền đặt cọc của các đơn vị thuê trụ sở làm việc,Phải trả tiền đặt cọc của các đơn vị thuê trụ sở làm việc,10.032.188.625,9.640.612.441,10032188625.0,9640612441.0
Phải trả các bên liên quan,Phải trả các bên liên quan,Phải trả các bên liên quan,10.329.707.869,1.549.741.027,10329707869.0,1549741027.0
Bảo Việt Nhận thọ,Bảo Việt Nhận thọ,Bảo Việt Nhận thọ,4.874.995.870,723.348.247,4874995870.0,723348247.0
Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,927.297.504,826.392.780,927297504.0,826392780.0
BVF,BVF,BVF,126.910.184,-,126910184.0,
BVSC,BVSC,BVSC,550.596.640,-,550596640.0,
BV Invest,BV Invest,BV Invest,2.712.906.591,-,2712906591.0,
Ngân hàng TMCP Bảo Việt,Ngân hàng TMCP Bảo Việt,Ngân hàng TMCP Bảo Việt,979.696.380,-,979696380.0,
Sumitomo Life,Sumitomo Life,Sumitomo Life,157.304.700,-,157304700.0,
Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (**),Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (**),Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (**),34.320.000.000,-,34320000000.0,
Phải trả phải nộp khác,Phải trả phải nộp khác,Phải trả phải nộp khác,1.037.681.527,1.169.263.283,1037681527.0,1169263283.0
,,,77.958.496.201,56.318.874.239,77958496201.0,56318874239.0
