row_label_raw,row_label_full,col_0,Số đầu nămVND,Số tăngtrong nămVND,Số đã sử dụngtrong nămVND,Số cuối nămVND,numeric__Số đầu nămVND,numeric__Số tăngtrong nămVND,numeric__Số đã sử dụngtrong nămVND,numeric__Số cuối nămVND
Quỹ khen thường,Quỹ khen thường,Quỹ khen thường,14.346.515.240,39.772.516.706,(40.499.195.158),13.619.836.788,14346515240.0,39772516706.0,-40499195158.0,13619836788.0
Quỹ phúc lợi,Quỹ phúc lợi,Quỹ phúc lợi,27.748.828.064,18.365.000.000,(21.855.878.000),24.257.950.064,27748828064.0,18365000000.0,-21855878000.0,24257950064.0
,,,42.095.343.304,58.137.516.706,(62.355.073.158),37.877.786.852,42095343304.0,58137516706.0,-62355073158.0,37877786852.0
