row_label_raw,row_label_full,Thuế giá trị gia tăng,Số cuối nămVND > 57.438.382.137,Số đầu nămVND > 52.268.900.735,numeric__Số cuối nămVND > 57.438.382.137,numeric__Số đầu nămVND > 52.268.900.735
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,764.035.511.485,312.214.459.495,764035511485.0,312214459495.0
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,-,3.368.393.451,,3368393451.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,10.119.249.530,11.528.339.727,10119249530.0,11528339727.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,365.308.513,348.852.973,365308513.0,348852973.0
,,,831.958.451.665,379.728.946.381,831958451665.0,379728946381.0
