row_label_raw,row_label_full,Ông Lê Như Linh,Chù tịch,numeric__Chù tịch
Ông Dương Mạnh Sơn,Ông Dương Mạnh Sơn,Ông Dương Mạnh Sơn,Thành viên,
Ông Phan Quốc Nghĩa,Ông Phan Quốc Nghĩa,Ông Phan Quốc Nghĩa,Thành viên,
Ông Nguyễn Mạnh Tường,Ông Nguyễn Mạnh Tường,Ông Nguyễn Mạnh Tường,Thành viên,
Bà Võ Thị Thanh Ngọc,Bà Võ Thị Thanh Ngọc,Bà Võ Thị Thanh Ngọc,Thành viên,
