row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,11.072.572.050,-,4.012.120.392,-,11072572050.0,,4012120392.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",736.959.528.005,(88.372.655.503),708.237.695.550,(73.443.639.780),736959528005.0,-88372655503.0,708237695550.0,-73443639780.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",93.314.395.200,-,90.654.021.318,-,93314395200.0,,90654021318.0,
"Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang",34.541.186.067,-,13.418.209.797,-,34541186067.0,,13418209797.0,
Thành phẩm,Thành phẩm,Thành phẩm,83.733.001.948,-,206.601.776.089,-,83733001948.0,,206601776089.0,
Hàng hoá,Hàng hoá,Hàng hoá,419.967.808.619,-,281.333.943.185,(18.749.764.157),419967808619.0,,281333943185.0,-18749764157.0
Hàng gửi bán,Hàng gửi bán,Hàng gửi bán,10.370.572,-,133.479.918,-,10370572.0,,133479918.0,
Cộng,Cộng,Cộng,1.379.598.862.461,(88.372.655.503),1.304.391.246.249,(92.193.403.937),1379598862461.0,-88372655503.0,1304391246249.0,-92193403937.0
