row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,
Cổ tức phải trả,a) Ngắn hạn > Cổ tức phải trả,Cổ tức phải trả,185.177.991.000,621.827.611,185177991000.0,621827611.0
Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP (i),a) Ngắn hạn > Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP (i),Tổng Công ty Tư vấn Thiết kế Dầu khí - CTCP (i),184.739.076.582,179.762.707.008,184739076582.0,179762707008.0
Phải trả liên quan đến chi phí vận chuyển khí Nam,a) Ngắn hạn > Phải trả liên quan đến chi phí vận chuyển khí Nam,Phải trả liên quan đến chi phí vận chuyển khí Nam,170.086.819.859,133.503.130.233,170086819859.0,133503130233.0
Côn Sơn tháng 11 và tháng 12,Côn Sơn tháng 11 và tháng 12,Côn Sơn tháng 11 và tháng 12,,,,
Công ty Cổ phần Địa ốc Phú Long (i),Côn Sơn tháng 11 và tháng 12 > Công ty Cổ phần Địa ốc Phú Long (i),Công ty Cổ phần Địa ốc Phú Long (i),96.478.465.831,93.001.156.250,96478465831.0,93001156250.0
Tập đoàn Dầu khí Việt Nam (ii),Côn Sơn tháng 11 và tháng 12 > Tập đoàn Dầu khí Việt Nam (ii),Tập đoàn Dầu khí Việt Nam (ii),52.039.791.576,111.678.389.356,52039791576.0,111678389356.0
Chênh lệch thừa kiểm kê,Côn Sơn tháng 11 và tháng 12 > Chênh lệch thừa kiểm kê,Chênh lệch thừa kiểm kê,26.733.012.173,-,26733012173.0,
Phải trả hàng vay,Côn Sơn tháng 11 và tháng 12 > Phải trả hàng vay,Phải trả hàng vay,22.216.977.982,-,22216977982.0,
Chiết khấu bán hàng,Côn Sơn tháng 11 và tháng 12 > Chiết khấu bán hàng,Chiết khấu bán hàng,18.671.182.677,15.606.142.170,18671182677.0,15606142170.0
Các khoản khác,Côn Sơn tháng 11 và tháng 12 > Các khoản khác,Các khoản khác,107.035.906.288,136.301.289.070,107035906288.0,136301289070.0
,,,863.179.223.968,670.474.641.698,863179223968.0,670474641698.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,
,,,Số cuối nămVND,Số đầu nămVND,,
"Nhận ký quỹ, ký cược vỏ bình gas","b) Dài hạn > Nhận ký quỹ, ký cược vỏ bình gas","Nhận ký quỹ, ký cược vỏ bình gas",183.826.532.646,183.668.036.347,183826532646.0,183668036347.0
Các khoản khác,b) Dài hạn > Các khoản khác,Các khoản khác,2.164.514.780,10.451.734.417,2164514780.0,10451734417.0
,,,185.991.047.426,194.119.770.764,185991047426.0,194119770764.0
Phải trả khác các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 41),b) Dài hạn > Phải trả khác các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 41),Phải trả khác các bên liên quan(chỉ tiết trình bày tại Thuyết minh số 41),236.778.868.158,299.033.363.436,236778868158.0,299033363436.0
