row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ ba năm đến năm thứ năm > Sau năm năm,Số cuối nămVND > 639.620.235.901 > 1.105.555.300.979 > 3.899.829.724.404 > 1.360.441.600.870,Số đầu nămVND > 906.507.256.535 > 1.245.231.294.586 > 2.967.814.979.715 > 290.642.156.520,numeric__Số cuối nămVND > 639.620.235.901 > 1.105.555.300.979 > 3.899.829.724.404 > 1.360.441.600.870,numeric__Số đầu nămVND > 906.507.256.535 > 1.245.231.294.586 > 2.967.814.979.715 > 290.642.156.520
,,,7.005.446.862.154,5.410.195.687.356,7005446862154.0,5410195687356.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày trên khoản nợ ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày trên khoản nợ ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày trên khoản nợ ngắn hạn),639.620.235.901,906.507.256.535,639620235901.0,906507256535.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,6.365.826.626.253,4.503.688.430.821,6365826626253.0,4503688430821.0
