row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,89.763.419.555,59.272.634.534,89763419555.0,59272634534.0
"Công cụ, dụng cụ sử dụng cho công trình xây dựng","Công cụ, dụng cụ sử dụng cho công trình xây dựng","Công cụ, dụng cụ sử dụng cho công trình xây dựng",80.200.358.172,53.737.945.085,80200358172.0,53737945085.0
Phí thuê văn phòng,Phí thuê văn phòng,Phí thuê văn phòng,2.643.513.075,2.607.377.391,2643513075.0,2607377391.0
Phí bảo lãnh ngân hàng,Phí bảo lãnh ngân hàng,Phí bảo lãnh ngân hàng,1.919.133.627,529.941.221,1919133627.0,529941221.0
Phần mềm,Phần mềm,Phần mềm,1.852.807.468,99.033.000,1852807468.0,99033000.0
Khác,Khác,Khác,3.147.607.213,2.298.337.837,3147607213.0,2298337837.0
Dài hạn,Dài hạn,Dài hạn,151.607.426.995,119.186.791.243,151607426995.0,119186791243.0
"Công cụ, dụng cụ sử dụng cho công trình xây dựng","Công cụ, dụng cụ sử dụng cho công trình xây dựng","Công cụ, dụng cụ sử dụng cho công trình xây dựng",68.120.371.832,34.217.024.139,68120371832.0,34217024139.0
Tiền thuê đất trả trước,Tiền thuê đất trả trước,Tiền thuê đất trả trước,53.340.513.172,54.588.720.532,53340513172.0,54588720532.0
Phí bảo lãnh ngân hàng,Phí bảo lãnh ngân hàng,Phí bảo lãnh ngân hàng,20.999.572.312,15.215.363.053,20999572312.0,15215363053.0
Phí bảo hiểm,Phí bảo hiểm,Phí bảo hiểm,3.474.997.209,1.915.750.983,3474997209.0,1915750983.0
Phí cải tạo và sửa chữa,Phí cải tạo và sửa chữa,Phí cải tạo và sửa chữa,2.532.648.278,4.507.289.658,2532648278.0,4507289658.0
Phí tư vấn,Phí tư vấn,Phí tư vấn,-,4.599.287.680,,4599287680.0
Khác,Khác,Khác,3.139.324.192,4.143.355.198,3139324192.0,4143355198.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,241.370.846.550,178.459.425.777,241370846550.0,178459425777.0
