row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Nợ gốc,Dự phòng,Nợ gốc,Dự phòng,,,,
Công ty Cổ phần Kinh doanh và Xây dựng Quang Minh,Công ty Cổ phần Kinh doanh và Xây dựng Quang Minh,Công ty Cổ phần Kinh doanh và Xây dựng Quang Minh,124.490.373.682,124.490.373.682,13.333.257.642,6.630.465.570,124490373682.0,124490373682.0,13333257642.0,6630465570.0
Công ty TNHH Đầu tư Phát triển Công nghệ cao Hà Nội,Công ty TNHH Đầu tư Phát triển Công nghệ cao Hà Nội,Công ty TNHH Đầu tư Phát triển Công nghệ cao Hà Nội,76.856.255.763,53.577.674.425,41.566.680.536,22.146.896.070,76856255763.0,53577674425.0,41566680536.0,22146896070.0
Công ty TNHH Miền nhiệt đói Nha Trang,Công ty TNHH Miền nhiệt đói Nha Trang,Công ty TNHH Miền nhiệt đói Nha Trang,65.713.427.000,38.713.427.000,3.871.342.700,3.871.342.700,65713427000.0,38713427000.0,3871342700.0,3871342700.0
Công ty Cổ phần Tập Đoàn TMS,Công ty Cổ phần Tập Đoàn TMS,Công ty Cổ phần Tập Đoàn TMS,48.446.929.137,48.446.929.137,7.052.408.612,-,48446929137.0,48446929137.0,7052408612.0,
Công ty TNHH Đầu tư Kinh doanh BDS Việt Gia Phú,Công ty TNHH Đầu tư Kinh doanh BDS Việt Gia Phú,Công ty TNHH Đầu tư Kinh doanh BDS Việt Gia Phú,40.406.693.992,24.518.469.383,-,-,40406693992.0,24518469383.0,,
Công ty Cổ phần Hóa dầu Quân Đội,Công ty Cổ phần Hóa dầu Quân Đội,Công ty Cổ phần Hóa dầu Quân Đội,32.918.319.086,7.403.704.707,-,-,32918319086.0,7403704707.0,,
Công ty Cổ phần Đầu tư Thương mại Dịch vụ Cầu Giấy,Công ty Cổ phần Đầu tư Thương mại Dịch vụ Cầu Giấy,Công ty Cổ phần Đầu tư Thương mại Dịch vụ Cầu Giấy,28.679.793.751,28.679.793.751,40.171.371.096,21.378.762.816,28679793751.0,28679793751.0,40171371096.0,21378762816.0
Công ty Cổ phần May Lê Trực,Công ty Cổ phần May Lê Trực,Công ty Cổ phần May Lê Trực,27.250.489.252,27.250.489.252,26.778.543.639,25.674.396.848,27250489252.0,27250489252.0,26778543639.0,25674396848.0
Công ty CP Tập đoàn Sunshine,Công ty CP Tập đoàn Sunshine,Công ty CP Tập đoàn Sunshine,22.651.464.456,14.026.501.900,-,-,22651464456.0,14026501900.0,,
Công ty TNHH Khách sạn Kinh Đô,Công ty TNHH Khách sạn Kinh Đô,Công ty TNHH Khách sạn Kinh Đô,20.790.695.324,20.790.695.324,28.758.860.430,13.376.407.356,20790695324.0,20790695324.0,28758860430.0,13376407356.0
Các bên khác,Các bên khác,Các bên khác,3.153.499.789.131,35.258.086.263,4.595.067.574.861,23.319.653.185,3153499789131.0,35258086263.0,4595067574861.0,23319653185.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.641.704.230.574,423.156.144.824,4.756.600.039.516,116.397.924.545,3641704230574.0,423156144824.0,4756600039516.0,116397924545.0
8. PHẢI THU VỀ CHO VAY NGẮN HẠN,8. PHẢI THU VỀ CHO VAY NGẮN HẠN,8. PHẢI THU VỀ CHO VAY NGẮN HẠN,8. PHẢI THU VỀ CHO VAY NGẮN HẠN,8. PHẢI THU VỀ CHO VAY NGẮN HẠN,8. PHẢI THU VỀ CHO VAY NGẮN HẠN,8. PHẢI THU VỀ CHO VAY NGẮN HẠN,,,,
,,,,,Số cuối năm,VND,,,,
,,,,,Số cuối năm,Số đầu năm,,,,
Cho các bên liên quan vay (Thuyết minh số 30),8. PHẢI THU VỀ CHO VAY NGẮN HẠN > Cho các bên liên quan vay (Thuyết minh số 30),Cho các bên liên quan vay (Thuyết minh số 30),,,1.408.600.515.523,666.337.077.153,,,1408600515523.0,666337077153.0
Cho bên khác vay,8. PHẢI THU VỀ CHO VAY NGẮN HẠN > Cho bên khác vay,Cho bên khác vay,,,8.759.053.735,5.783.474.339,,,8759053735.0,5783474339.0
TỔNG CỘNG,8. PHẢI THU VỀ CHO VAY NGẮN HẠN > TỔNG CỘNG,TỔNG CỘNG,,,1.417.359.569.258,672.120.551.492,,,1417359569258.0,672120551492.0
Dự phòng cho vay ngắn hạn khó đòi,8. PHẢI THU VỀ CHO VAY NGẮN HẠN > Dự phòng cho vay ngắn hạn khó đòi,Dự phòng cho vay ngắn hạn khó đòi,,,(80.864.684.701),-,,,-80864684701.0,
GIÁ TRỊ THUÀN,8. PHẢI THU VỀ CHO VAY NGẮN HẠN > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,,,1.336.494.884.557,672.120.551.492,,,1336494884557.0,672120551492.0
