row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Tạm ứng cho nhân viên (*),Ngắn hạn > Tạm ứng cho nhân viên (*),Tạm ứng cho nhân viên (*),517.950.211.219,315.491.050.617,517950211219.0,315491050617.0
Tạm ứng cho Chủ tịch Hội Đồng Quản trị (**),Ngắn hạn > Tạm ứng cho Chủ tịch Hội Đồng Quản trị (**),Tạm ứng cho Chủ tịch Hội Đồng Quản trị (**),120.000.000.000,-,120000000000.0,
Cho mượn nguồn lực sản xuất,Ngắn hạn > Cho mượn nguồn lực sản xuất,Cho mượn nguồn lực sản xuất,298.735.678.335,280.374.985.520,298735678335.0,280374985520.0
Lãi phải thu từ các bên khác,Ngắn hạn > Lãi phải thu từ các bên khác,Lãi phải thu từ các bên khác,129.570.828.002,150.502.411.167,129570828002.0,150502411167.0
Phải thu công ty con liên quan đến dự án,Phải thu công ty con liên quan đến dự án,Phải thu công ty con liên quan đến dự án,Phải thu công ty con liên quan đến dự án,Phải thu công ty con liên quan đến dự án,,
Thạch Bản Lakeside,Phải thu công ty con liên quan đến dự án > Thạch Bản Lakeside,Thạch Bản Lakeside,67.206.743.241,67.206.743.241,67206743241.0,67206743241.0
Phải thu khác từ nhân viên,Phải thu công ty con liên quan đến dự án > Phải thu khác từ nhân viên,Phải thu khác từ nhân viên,27.155.601.514,76.506.712.627,27155601514.0,76506712627.0
Các khoản ký quý,Phải thu công ty con liên quan đến dự án > Các khoản ký quý,Các khoản ký quý,5.775.339.448,7.785.284.048,5775339448.0,7785284048.0
Cổ tức nhận được,Phải thu công ty con liên quan đến dự án > Cổ tức nhận được,Cổ tức nhận được,2.934.667.821,3.019.684.660,2934667821.0,3019684660.0
Lãi tiền gửi ngân hàng,Phải thu công ty con liên quan đến dự án > Lãi tiền gửi ngân hàng,Lãi tiền gửi ngân hàng,1.123.604.625,1.113.858.904,1123604625.0,1113858904.0
Phải thu từ thanh lý đầu tư,Phải thu công ty con liên quan đến dự án > Phải thu từ thanh lý đầu tư,Phải thu từ thanh lý đầu tư,-,34.446.000.000,,34446000000.0
Khác,Phải thu công ty con liên quan đến dự án > Khác,Khác,19.626.191.564,30.429.921.612,19626191564.0,30429921612.0
TỔNG CỘNG,Phải thu công ty con liên quan đến dự án > TỔNG CỘNG,TỔNG CỘNG,1.190.078.865.769,966.876.652.396,1190078865769.0,966876652396.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn khác từ bên khác,Trong đó: > Phải thu ngắn hạn khác từ bên khác,Phải thu ngắn hạn khác từ bên khác,947.540.818.548,845.910.190.012,947540818548.0,845910190012.0
Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 30),Trong đó: > Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 30),Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 30),242.538.047.221,120.966.462.384,242538047221.0,120966462384.0
Dự phòng nợ phải thu khác ngắn hạn khó đòi,Trong đó: > Dự phòng nợ phải thu khác ngắn hạn khó đòi,Dự phòng nợ phải thu khác ngắn hạn khó đòi,(262.417.510.095),(5.824.044.717),-262417510095.0,-5824044717.0
GIÁ TRỊ THUẢN,Trong đó: > GIÁ TRỊ THUẢN,GIÁ TRỊ THUẢN,927.661.355.674,961.052.607.679,927661355674.0,961052607679.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Tạm ứng cho nhân viên (*),Dài hạn > Tạm ứng cho nhân viên (*),Tạm ứng cho nhân viên (*),266.000.000.000,-,266000000000.0,
Các khoản ký quý cho các bên khác,Dài hạn > Các khoản ký quý cho các bên khác,Các khoản ký quý cho các bên khác,1.702.991.600,1.557.190.000,1702991600.0,1557190000.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,267.702.991.600,1.557.190.000,267702991600.0,1557190000.0
