row_label_raw,row_label_full,Tổ chức thu xếp phát hành > Công ty Chứng khoán ACB > Công ty Cổ phần Chứng Khoán Ngân Hàng Công Thương Việt Nam,Trái chủ > Qũy Đầu Tư Cơ Hội PVI > Ngân hàng Thương mại Cổ phần Hàng hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > Qũy Đầu Tư Hạ Tàng PVI > Công ty Cổ phần Chứng Khoán Ngân Hàng Công Thương Việt Nam,Số cuối năm VND > 425.000.000.000 > 376.000.000.000 > 75.000.000.000 > 55.900.000.000 > 38.700.000.000,Kỳ hạn trả gốc > Ngày 27 tháng 1 năm 2025 > Ngày 30 tháng 12 năm 2026 > Ngày 27 tháng 1 năm 2025 > Ngày 25 tháng 11 năm 2025 > Ngày 31 tháng 10 năm 2025,Mục đích vay > Bổ sung vốnlưu động,"Tài sản đảm bảo(Thuyết minhsố 4, 12 và 15.1) > Các khoản tương đương tiền,cổ phiếu của Công tyCác khoản tương đương tiền,cổ phiếu của Công ty > Các khoản tương đương tiền,cổ phiếu của Công tyTiền gửi có kỳ hạn,máy móc và thiết bị > Tiền gửi có kỳ hạn,máy móc và thiết bị",numeric__Trái chủ > Qũy Đầu Tư Cơ Hội PVI > Ngân hàng Thương mại Cổ phần Hàng hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh > Qũy Đầu Tư Hạ Tàng PVI > Công ty Cổ phần Chứng Khoán Ngân Hàng Công Thương Việt Nam,numeric__Số cuối năm VND > 425.000.000.000 > 376.000.000.000 > 75.000.000.000 > 55.900.000.000 > 38.700.000.000,numeric__Kỳ hạn trả gốc > Ngày 27 tháng 1 năm 2025 > Ngày 30 tháng 12 năm 2026 > Ngày 27 tháng 1 năm 2025 > Ngày 25 tháng 11 năm 2025 > Ngày 31 tháng 10 năm 2025,numeric__Mục đích vay > Bổ sung vốnlưu động,"numeric__Tài sản đảm bảo(Thuyết minhsố 4, 12 và 15.1) > Các khoản tương đương tiền,cổ phiếu của Công tyCác khoản tương đương tiền,cổ phiếu của Công ty > Các khoản tương đương tiền,cổ phiếu của Công tyTiền gửi có kỳ hạn,máy móc và thiết bị > Tiền gửi có kỳ hạn,máy móc và thiết bị"
Chi phí phát hành trái phiếu chưa phân bổ,Chi phí phát hành trái phiếu chưa phân bổ,Chi phí phát hành trái phiếu chưa phân bổ,,(8.922.666.667),,,,,-8922666667.0,,,
,,,,961.677.333.333,,,,,961677333333.0,,,
Trong đó:Trái phiếu dài hạn,Trong đó:Trái phiếu dài hạn,Trong đó:Trái phiếu dài hạn,,961.677.333.333,,,,,961677333333.0,,,
Lãi suất trái phiếu,Lãi suất trái phiếu,Lãi suất trái phiếu,,,,,,,,,,
