row_label_raw,row_label_full,col_0,Số đầu năm,Đi vay,Trả nợ gốc vay,Phân loại lại phát hành trái phiếu,Phân bổ chi phí,VND > Số cuối năm,numeric__Số đầu năm,numeric__Đi vay,numeric__Trả nợ gốc vay,numeric__Phân loại lại phát hành trái phiếu,numeric__Phân bổ chi phí,numeric__VND > Số cuối năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,4.556.342.421.025,9.346.492.996.720,(8.943.878.629.284),28.078.427.965,-,4.987.035.216.426,4556342421025.0,9346492996720.0,-8943878629284.0,28078427965.0,,4987035216426.0
Vay ngân hàng(Thuyết minh số 21.1),Vay ngân hàng(Thuyết minh số 21.1),Vay ngân hàng(Thuyết minh số 21.1),4.511.840.487.454,9.346.492.996.720,(8.902.600.518.194),-,-,4.955.732.965.980,4511840487454.0,9346492996720.0,-8902600518194.0,,,4955732965980.0
Vay bên khác(Thuyết minh số 21.2),Vay bên khác(Thuyết minh số 21.2),Vay bên khác(Thuyết minh số 21.2),3.223.822.481,-,-,-,-,3.223.822.481,3223822481.0,,,,,3223822481.0
Vay dài hạn đến hạn trả(Thuyết minh số 21.3),Vay dài hạn đến hạn trả(Thuyết minh số 21.3),Vay dài hạn đến hạn trả(Thuyết minh số 21.3),41.278.111.090,-,(41.278.111.090),28.078.427.965,-,28.078.427.965,41278111090.0,,-41278111090.0,28078427965.0,,28078427965.0
Dài hạn,Dài hạn,Dài hạn,329.086.211.080,776.368.000.000,(124.000.000.000),(28.078.427.965),19.309.333.333,972.685.116.448,329086211080.0,776368000000.0,-124000000000.0,-28078427965.0,19309333333.0,972685116448.0
Vay dài hạn ngân hàng(Thuyết minh số 21.3),Vay dài hạn ngân hàng(Thuyết minh số 21.3),Vay dài hạn ngân hàng(Thuyết minh số 21.3),39.086.211.080,-,-,(28.078.427.965),-,11.007.783.115,39086211080.0,,,-28078427965.0,,11007783115.0
Trái phiếu(Thuyết minh số 21.4),Trái phiếu(Thuyết minh số 21.4),Trái phiếu(Thuyết minh số 21.4),290.000.000.000,776.368.000.000,(124.000.000.000),-,19.309.333.333,961.677.333.333,290000000000.0,776368000000.0,-124000000000.0,,19309333333.0,961677333333.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.885.428.632.105,10.122.860.996.720,(9.067.878.629.284),-,19.309.333.333,5.959.720.332.874,4885428632105.0,10122860996720.0,-9067878629284.0,,19309333333.0,5959720332874.0
