row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,13.298.676.682.684,13.447.293.828.598,,,13298676682684.0,13447293828598.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,455.970.508.721,613.533.329.381,,4.0,455970508721.0,613533329381.0
111,111,111,1. Tiền,,183.912.538.025,603.533.329.381,,,183912538025.0,603533329381.0
112,112,112,2. Các khoản tương đương tiền,,272.057.970.696,10.000.000.000,,,272057970696.0,10000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,20.000.000.000,60.000.000.000,,,20000000000.0,60000000000.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,15.1,20.000.000.000,60.000.000.000,,151.0,20000000000.0,60000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,11.781.325.263.577,11.783.844.905.822,,,11781325263577.0,11783844905822.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,6.562.722.058.281,5.233.877.824.776,,5.0,6562722058281.0,5233877824776.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,718.232.931.834,489.132.783.289,,6.0,718232931834.0,489132783289.0
134,134,134,3. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,7,3.641.704.230.574,4.756.600.039.516,,7.0,3641704230574.0,4756600039516.0
135,135,135,4. Phải thu về cho vay ngắn hạn,8,1.417.359.569.258,672.120.551.492,,8.0,1417359569258.0,672120551492.0
136,136,136,5. Phải thu ngắn hạn khác,9,1.190.078.865.769,966.876.652.396,,9.0,1190078865769.0,966876652396.0
137,137,137,6. Dự phòng phải thu ngắn hạn khó đòi,"5, 6, 7, 8, 9",(1.748.772.392.139),(334.762.945.647),,,-1748772392139.0,-334762945647.0
140,140,140,IV. Hàng tồn kho,10,951.617.490.831,930.642.958.861,,10.0,951617490831.0,930642958861.0
141,141,141,1. Hàng tồn kho,,982.017.923.642,932.785.732.790,,,982017923642.0,932785732790.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(30.400.432.811),(2.142.773.929),,,-30400432811.0,-2142773929.0
150,150,150,V. Tài sản ngắn hạn khác,,89.763.419.555,59.272.634.534,,,89763419555.0,59272634534.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,89.763.419.555,59.272.634.534,,11.0,89763419555.0,59272634534.0
200,200,200,B. TÀI SẢN DÀI HẠN,,1.681.506.111.980,1.594.655.941.354,,,1681506111980.0,1594655941354.0
210,210,210,I. Các khoản phải thu dài hạn,,267.702.991.600,1.557.190.000,,,267702991600.0,1557190000.0
216,216,216,1. Phải thu dài hạn khác,9,267.702.991.600,1.557.190.000,,9.0,267702991600.0,1557190000.0
220,220,220,II. Tài sản cố định,,787.126.814.337,777.882.941.404,,,787126814337.0,777882941404.0
221,221,221,1. Tài sản cố định hữu hình,12,746.143.983.899,734.306.786.547,,12.0,746143983899.0,734306786547.0
222,222,222,Nguyên giá,,1.983.152.194.845,1.826.985.443.970,,,1983152194845.0,1826985443970.0
223,223,223,Giá trị khấu hao lũy kế,,(1.237.008.210.946),(1.092.678.657.423),,,-1237008210946.0,-1092678657423.0
227,227,227,2. Tài sản cố định vô hình,13,40.982.830.438,43.576.154.857,,13.0,40982830438.0,43576154857.0
228,228,228,Nguyên giá,,60.317.025.806,60.317.025.806,,,60317025806.0,60317025806.0
229,229,229,Giá trị hao mòn lũy kế,,(19.334.195.368),(16.740.870.949),,,-19334195368.0,-16740870949.0
240,240,240,III. Tài sản dở dang dài hạn,,39.137.442.269,30.055.945.268,,,39137442269.0,30055945268.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,14,39.137.442.269,30.055.945.268,,14.0,39137442269.0,30055945268.0
250,250,250,IV. Đầu tư tài chính dài hạn,15,431.524.529.113,661.391.410.439,,15.0,431524529113.0,661391410439.0
251,251,251,1. Đầu tư vào các công ty con,15.2,735.375.439.051,735.375.439.051,,152.0,735375439051.0,735375439051.0
252,252,252,2. Đầu tư vào các công ty liên kết,15.3,145.402.520.000,145.402.520.000,,153.0,145402520000.0,145402520000.0
253,253,253,3. Đầu tư góp vốn vào các đơn vị khác,15.4,39.227.400.000,39.227.400.000,,154.0,39227400000.0,39227400000.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,,(490.480.829.938),(260.613.948.612),,,-490480829938.0,-260613948612.0
255,255,255,5. Đầu tư nằm giữ đến ngày đáo hạn,15.1,2.000.000.000,2.000.000.000,,151.0,2000000000.0,2000000000.0
260,260,260,V. Tài sản dài hạn khác,,156.014.334.661,123.768.454.243,,,156014334661.0,123768454243.0
261,261,261,1. Chi phí trả trước dài hạn,11,151.607.426.995,119.186.791.243,,11.0,151607426995.0,119186791243.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,29.3,4.406.907.666,4.581.663.000,,293.0,4406907666.0,4581663000.0
270,270,270,TỔNG CỘNG TÀI SẢN,,14.980.182.794.664,15.041.949.769.952,,,14980182794664.0,15041949769952.0
