row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng (lỗ) lợi nhuận kế toán trước thuế,Tổng (lỗ) lợi nhuận kế toán trước thuế,Tổng (lỗ) lợi nhuận kế toán trước thuế,(2.079.133.766.606),135.293.647.177,-2079133766606.0,135293647177.0
Thuế TNDN theo thuế suất áp dụng cho Công ty,Thuế TNDN theo thuế suất áp dụng cho Công ty,Thuế TNDN theo thuế suất áp dụng cho Công ty,(415.826.753.321),27.058.729.435,-415826753321.0,27058729435.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Dự phòng nợ phải thu khó đòi,Các khoản điều chỉnh: > Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,282.801.889.298,-,282801889298.0,
Chi phí lãi vay không được khấu trừ,Các khoản điều chỉnh: > Chi phí lãi vay không được khấu trừ,Chi phí lãi vay không được khấu trừ,74.249.337.496,7.281.468.872,74249337496.0,7281468872.0
Dự phòng giảm giá hàng tồn kho,Các khoản điều chỉnh: > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,28.257.658.882,-,28257658882.0,
Chi phí không được trừ khác,Các khoản điều chỉnh: > Chi phí không được trừ khác,Chi phí không được trừ khác,54.537.254,54.537.254,54537254.0,54537254.0
Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các khoản điều chỉnh: > Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Điều chỉnh thuế TNDN trích thiếu trong những năm trước,-,2.479.615.762,,2479615762.0
Thu nhập từ cổ tức,Các khoản điều chỉnh: > Thu nhập từ cổ tức,Thu nhập từ cổ tức,(423.525.000),(186.891.808),-423525000.0,-186891808.0
Thuế thu nhập hoãn lại chưa được ghi nhận,Các khoản điều chỉnh: > Thuế thu nhập hoãn lại chưa được ghi nhận,Thuế thu nhập hoãn lại chưa được ghi nhận,31.061.610.725,-,31061610725.0,
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,174.755.334,36.687.459.515,174755334.0,36687459515.0
