row_label_raw,row_label_full,col_0,31/12/2014Triệu VND(Số theo báo cáo KTNN),31/12/2014Triệu VND(Số đã kiểm toán),Chênh lệchTriệu VND,numeric__31/12/2014Triệu VND(Số theo báo cáo KTNN),numeric__31/12/2014Triệu VND(Số đã kiểm toán),numeric__Chênh lệchTriệu VND
Các khoản nợ khác,Các khoản nợ khác,Các khoản nợ khác,10.819.372,10.807.992,11.380,10819372.0,10807992.0,11380.0
"Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",4.814.752,4.814.752,-,4814752.0,4814752.0,
Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,6.004.620,5.993.240,11.380,6004620.0,5993240.0,11380.0
Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,6.330.315,6.355.585,(25.270),6330315.0,6355585.0,-25270.0
Lợi nhuận đề lại năm trước,Lợi nhuận đề lại năm trước,Lợi nhuận đề lại năm trước,3.316.439,3.316.439,-,3316439.0,3316439.0,
Lợi nhuận năm nay,Lợi nhuận năm nay,Lợi nhuận năm nay,3.013.876,3.039.146,(25.270),3013876.0,3039146.0,-25270.0
Tổng ảnh hưởng,Tổng ảnh hưởng,Tổng ảnh hưởng,,,(13.890),,,-13890.0
