row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Năm kết thúc31/12/2015Triệu VND,Năm kết thúc31/12/2014Triệu VND(Trình bày lại),numeric__col_1,numeric__Thuyết minh,numeric__Năm kết thúc31/12/2015Triệu VND,numeric__Năm kết thúc31/12/2014Triệu VND(Trình bày lại)
7,7,7,Chi phí thuế thu nhập doanh nghiệp hiện hành,,(1.445.822),(1.197.270),,,-1445822.0,-1197270.0
XII,XII,XII,Chi phí thuế thu nhập doanh nghiệp,32,(1.445.822),(1.197.270),,32.0,-1445822.0,-1197270.0
XIII,XIII,XIII,LỢI NHUẬN SAU THUẾ,,5.208.477,4.450.633,,,5208477.0,4450633.0
