row_label_raw,row_label_full,col_0,31/12/2015Triệu VND,31/12/2014Triệu VND(Trình bày lại),numeric__31/12/2015Triệu VND,numeric__31/12/2014Triệu VND(Trình bày lại)
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,767.021,699.885,767021.0,699885.0
"Trong đó, những công trình lớn:","Trong đó, những công trình lớn:","Trong đó, những công trình lớn:",650.993,531.810,650993.0,531810.0
-Dự án xây dựng trụ sở Chi nhánh Thanh Hóa,-Dự án xây dựng trụ sở Chi nhánh Thanh Hóa,-Dự án xây dựng trụ sở Chi nhánh Thanh Hóa,162.572,-,162572.0,
-Dự án xây dựng trụ sở Chi nhánh Đồng Nai,-Dự án xây dựng trụ sở Chi nhánh Đồng Nai,-Dự án xây dựng trụ sở Chi nhánh Đồng Nai,132.890,116.979,132890.0,116979.0
-Dự án xây dựng trụ sở Chi nhánh TP. Hồ Chí Minh,-Dự án xây dựng trụ sở Chi nhánh TP. Hồ Chí Minh,-Dự án xây dựng trụ sở Chi nhánh TP. Hồ Chí Minh,39.866,-,39866.0,
-Dự án xây dựng trụ sở Chi nhánh Bình Thuận,-Dự án xây dựng trụ sở Chi nhánh Bình Thuận,-Dự án xây dựng trụ sở Chi nhánh Bình Thuận,31.348,27.155,31348.0,27155.0
-Dự án xây dựng trụ sở Chi nhánh Vũng Tàu,-Dự án xây dựng trụ sở Chi nhánh Vũng Tàu,-Dự án xây dựng trụ sở Chi nhánh Vũng Tàu,30.056,37.309,30056.0,37309.0
-Dự án xây dựng trụ sở Chi nhánh Hà Nội,-Dự án xây dựng trụ sở Chi nhánh Hà Nội,-Dự án xây dựng trụ sở Chi nhánh Hà Nội,24.566,349,24566.0,349.0
-Dự án xây dựng trụ sở Chi nhánh Bắc Ninh,-Dự án xây dựng trụ sở Chi nhánh Bắc Ninh,-Dự án xây dựng trụ sở Chi nhánh Bắc Ninh,13.600,-,13600.0,
-Dự án xây dựng trụ sở Chi nhánh Quảng Bình,-Dự án xây dựng trụ sở Chi nhánh Quảng Bình,-Dự án xây dựng trụ sở Chi nhánh Quảng Bình,7.848,55.555,7848.0,55555.0
-Dự án xây dựng trụ sở Chi nhánh Bắc Hà Tĩnh,-Dự án xây dựng trụ sở Chi nhánh Bắc Hà Tĩnh,-Dự án xây dựng trụ sở Chi nhánh Bắc Hà Tĩnh,2.613,10.207,2613.0,10207.0
-Dự án xây dựng trụ sở Chi nhánh Thăng Long,-Dự án xây dựng trụ sở Chi nhánh Thăng Long,-Dự án xây dựng trụ sở Chi nhánh Thăng Long,-,80.772,,80772.0
-Dự án xây dựng trụ sở Chi nhánh Hà Tây,-Dự án xây dựng trụ sở Chi nhánh Hà Tây,-Dự án xây dựng trụ sở Chi nhánh Hà Tây,-,46.000,,46000.0
-Dự án xây dựng trụ sở Chi nhánh Cà Mau,-Dự án xây dựng trụ sở Chi nhánh Cà Mau,-Dự án xây dựng trụ sở Chi nhánh Cà Mau,-,26.281,,26281.0
-Dự án xây dựng trụ sở Chi nhánh Huế,-Dự án xây dựng trụ sở Chi nhánh Huế,-Dự án xây dựng trụ sở Chi nhánh Huế,-,25.884,,25884.0
