row_label_raw,row_label_full,col_0,Năm kết thúc31/12/2014Triệu VND(Trình bày lại theoThông tư 49),Năm kết thúc31/12/2014Triệu VND(Số theo báo cáo KTNN),Số liệu điều chỉnhTriệu VND,numeric__Năm kết thúc31/12/2014Triệu VND(Trình bày lại theoThông tư 49),numeric__Năm kết thúc31/12/2014Triệu VND(Số theo báo cáo KTNN),numeric__Số liệu điều chỉnhTriệu VND
Thu nhập lãi và các khoản thu nhập tương,Thu nhập lãi và các khoản thu nhập tương,Thu nhập lãi và các khoản thu nhập tương,28.076.637,27.822.983,253.654,28076637.0,27822983.0,253654.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,2.699.641,2.953.295,(253.654),2699641.0,2953295.0,-253654.0
