row_label_raw,row_label_full,col_0,Nămkết thúc31/12/2015Triệu VND,Nămkết thúc31/12/2014Triệu VND(Trình bày lại),numeric__Nămkết thúc31/12/2015Triệu VND,numeric__Nămkết thúc31/12/2014Triệu VND(Trình bày lại)
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,6.654.299,5.647.903,6654299.0,5647903.0
Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
Cổ tức thu được trong năm (xem Thuyết minh 29)(Thoái chỉ)/Chi phí không tính thuế trong kỳ,Cổ tức thu được trong năm (xem Thuyết minh 29)(Thoái chỉ)/Chi phí không tính thuế trong kỳ,Cổ tức thu được trong năm (xem Thuyết minh 29)(Thoái chỉ)/Chi phí không tính thuế trong kỳ,(82.379)-,(205.698)(68),,
Thu nhập chịu thuế,Cổ tức thu được trong năm (xem Thuyết minh 29)(Thoái chỉ)/Chi phí không tính thuế trong kỳ > Thu nhập chịu thuế,Thu nhập chịu thuế,6.571.920,5.442.137,6571920.0,5442137.0
Thuế suất thuế thu nhập doanh nghiệp,Cổ tức thu được trong năm (xem Thuyết minh 29)(Thoái chỉ)/Chi phí không tính thuế trong kỳ > Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,22%,22%,0.22,0.22
Thuế thu nhập doanh nghiệp theo thuế suất áp dụng,Cổ tức thu được trong năm (xem Thuyết minh 29)(Thoái chỉ)/Chi phí không tính thuế trong kỳ > Thuế thu nhập doanh nghiệp theo thuế suất áp dụng,Thuế thu nhập doanh nghiệp theo thuế suất áp dụng,1.445.822,1.197.270,1445822.0,1197270.0
