row_label_raw,row_label_full,col_0,Chưa quá hạn và chưa bị giảm giá Triệu VND,Đã quá hạn nhưng chưa bị giảm giá Triệu VND,Đã bị giảm giá và lập dự phòng đầy đủ Triệu VND,Tổng cộng Triệu VND,numeric__Chưa quá hạn và chưa bị giảm giá Triệu VND,numeric__Đã quá hạn nhưng chưa bị giảm giá Triệu VND,numeric__Đã bị giảm giá và lập dự phòng đầy đủ Triệu VND,numeric__Tổng cộng Triệu VND
Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,133.309.503,-,47.500,133.357.003,133309503.0,,47500.0,133357003.0
Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,92.189.431,-,-,92.189.431,92189431.0,,,92189431.0
Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,41.120.072,-,47.500,41.167.572,41120072.0,,47500.0,41167572.0
Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,366.882.761,1.324.521,16.436.372,384.643.654,366882761.0,1324521.0,16436372.0,384643654.0
Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,106.648.910,-,1.481.003,108.129.913,106648910.0,,1481003.0,108129913.0
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,42.468.041,-,-,42.468.041,42468041.0,,,42468041.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,64.180.869,-,1.481.003,65.661.872,64180869.0,,1481003.0,65661872.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,6.316.723,-,-,6.316.723,6316723.0,,,6316723.0
,,,613.157.897,1.324.521,17.964.875,632.447.293,613157897.0,1324521.0,17964875.0,632447293.0
