row_label_raw,row_label_full,col_0,31/12/2015Triệu VND,31/12/2014Triệu VND,numeric__31/12/2015Triệu VND,numeric__31/12/2014Triệu VND
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,6.081,7.638,6081.0,7638.0
Ngắn hạn bằng ngoại tệ,Ngắn hạn bằng ngoại tệ,Ngắn hạn bằng ngoại tệ,210,204,210.0,204.0
Trung hạn bằng VND,Trung hạn bằng VND,Trung hạn bằng VND,415,942,415.0,942.0
Trung hạn bằng ngoại tệ,Trung hạn bằng ngoại tệ,Trung hạn bằng ngoại tệ,5.456,6.492,5456.0,6492.0
"Kỳ phiếu, trái phiếu","Kỳ phiếu, trái phiếu","Kỳ phiếu, trái phiếu",2.000.989,2.001.003,2000989.0,2001003.0
Ngắn hạn bằng VND,Ngắn hạn bằng VND,Ngắn hạn bằng VND,47,47,47.0,47.0
Ngắn hạn bằng ngoại tệ,Ngắn hạn bằng ngoại tệ,Ngắn hạn bằng ngoại tệ,103,117,103.0,117.0
Trung hạn bằng VND,Trung hạn bằng VND,Trung hạn bằng VND,2.000.827,2.000.827,2000827.0,2000827.0
Trung hạn bằng ngoại tệ,Trung hạn bằng ngoại tệ,Trung hạn bằng ngoại tệ,12,12,12.0,12.0
,,,2.007.070,2.008.641,2007070.0,2008641.0
