row_label_raw,row_label_full,Ngân hàng Nhà nước Việt NamThu nhập lãi tiền gửiChi phí lãi tiền gửi và tiền vay,Mối quan hệ > Cơ quanquản lý,Năm kết thúc31/12/2015Triệu VND > 107.56283.575,Năm kết thúc31/12/2014Triệu VND > 80.54640.354,numeric__Mối quan hệ > Cơ quanquản lý,numeric__Năm kết thúc31/12/2015Triệu VND > 107.56283.575,numeric__Năm kết thúc31/12/2014Triệu VND > 80.54640.354
Bộ Tài chínhThu nhập lãi tiền vayChi phí lãi tiền gửiChi phí lãi tiền vay,Bộ Tài chínhThu nhập lãi tiền vayChi phí lãi tiền gửiChi phí lãi tiền vay,Bộ Tài chínhThu nhập lãi tiền vayChi phí lãi tiền gửiChi phí lãi tiền vay,Cơ quanquản lý,4.90861.53620.694,30.768104.63213.791,,49086153620694.0,3076810463213791.0
Công ty TNHH một thành viêncho thuê tài chính VietcombankThu nhập lãi tiền vayThu nhập lãi tiền gửiChi phí lãi tiền gửiChi phí lãi tiền vayThu nhập từ hoạt động dịch vụ,Công ty TNHH một thành viêncho thuê tài chính VietcombankThu nhập lãi tiền vayThu nhập lãi tiền gửiChi phí lãi tiền gửiChi phí lãi tiền vayThu nhập từ hoạt động dịch vụ,Công ty TNHH một thành viêncho thuê tài chính VietcombankThu nhập lãi tiền vayThu nhập lãi tiền gửiChi phí lãi tiền gửiChi phí lãi tiền vayThu nhập từ hoạt động dịch vụ,Công ty con,76.572-4.423-1.592,80.5512.8029.7371.5711.592,,,8.055128029737157e+20
Công ty TNHH Chứng khoán VietcombankChi phí lãi tiền gửiThu nhập lãi tiền gửiThu phí chuyển tiền,Công ty TNHH Chứng khoán VietcombankChi phí lãi tiền gửiThu nhập lãi tiền gửiThu phí chuyển tiền,Công ty TNHH Chứng khoán VietcombankChi phí lãi tiền gửiThu nhập lãi tiền gửiThu phí chuyển tiền,Công ty con,1.4148.585-,2.0687.5131.568,,,206875131568.0
Công ty TNHH Cao ốc Vietcombank 198Chi phí lãi tiền gửiChi phí thuê văn phòngLợi nhuận đã chia cho Ngân hàng,Công ty TNHH Cao ốc Vietcombank 198Chi phí lãi tiền gửiChi phí thuê văn phòngLợi nhuận đã chia cho Ngân hàng,Công ty TNHH Cao ốc Vietcombank 198Chi phí lãi tiền gửiChi phí thuê văn phòngLợi nhuận đã chia cho Ngân hàng,Công ty con,25.43187.095-,34.29086.93247.820,,,342908693247820.0
Công ty TNHH Tài chính Việt NamThu nhập lãi tiền gửi,Công ty TNHH Tài chính Việt NamThu nhập lãi tiền gửi,Công ty TNHH Tài chính Việt NamThu nhập lãi tiền gửi,Công ty con,5.298,3.623,,5298.0,3623.0
