row_label_raw,row_label_full,col_0,Triệu VND,numeric__Triệu VND
Tiền gửi,Tiền gửi,Tiền gửi,44.285.572,44285572.0
Giấy tờ có giá,Giấy tờ có giá,Giấy tờ có giá,63.918.123,63918123.0
Bất động sản,Bất động sản,Bất động sản,265.430.328,265430328.0
Tài sản thế chấp khác,Tài sản thế chấp khác,Tài sản thế chấp khác,158.367.294,158367294.0
