row_label_raw,row_label_full,col_0,31/12/2015Triệu VND,31/12/2014Triệu VND(Trình bày lại),numeric__31/12/2015Triệu VND,numeric__31/12/2014Triệu VND(Trình bày lại)
Từ cho vay khách hàng,Từ cho vay khách hàng,Từ cho vay khách hàng,1.221.651,938.266,1221651.0,938266.0
Từ tiền gửi tại và cho vay các TCTD khác,Từ tiền gửi tại và cho vay các TCTD khác,Từ tiền gửi tại và cho vay các TCTD khác,511.267,423.108,511267.0,423108.0
Từ các khoản đầu tư chứng khoán,Từ các khoản đầu tư chứng khoán,Từ các khoản đầu tư chứng khoán,3.041.274,2.238.462,3041274.0,2238462.0
Từ giao dịch phải sinh,Từ giao dịch phải sinh,Từ giao dịch phải sinh,41.314,57.826,41314.0,57826.0
,,,4.815.506,3.657.662,4815506.0,3657662.0
(c) Tài sản Có khác,(c) Tài sản Có khác,(c) Tài sản Có khác,(c) Tài sản Có khác,(c) Tài sản Có khác,,
,,,31/12/2015Triệu VND,31/12/2014Triệu VND(Trình bày lại),,
"Đặt cọc tiền thuê nhà, thuê tài sản cố định","(c) Tài sản Có khác > Đặt cọc tiền thuê nhà, thuê tài sản cố định","Đặt cọc tiền thuê nhà, thuê tài sản cố định",986.158,730.472,986158.0,730472.0
Vật liệu,(c) Tài sản Có khác > Vật liệu,Vật liệu,88.824,71.695,88824.0,71695.0
Phải thu liên quan đến nghiệp vụ thẻ,(c) Tài sản Có khác > Phải thu liên quan đến nghiệp vụ thẻ,Phải thu liên quan đến nghiệp vụ thẻ,324.090,526.399,324090.0,526399.0
Tài sản Có khác,(c) Tài sản Có khác > Tài sản Có khác,Tài sản Có khác,183.132,304.214,183132.0,304214.0
,,,1.582.204,1.632.780,1582204.0,1632780.0
