row_label_raw,row_label_full,col_0,31/12/2015Triệu VND,31/12/2014Triệu VND(Trình bày lại),numeric__31/12/2015Triệu VND,numeric__31/12/2014Triệu VND(Trình bày lại)
"Cho vay các TCKT, cá nhân trong nước","Cho vay các TCKT, cá nhân trong nước","Cho vay các TCKT, cá nhân trong nước",382.489.356,319.586.324,382489356.0,319586324.0
Cho vay chiết khấu công cụ chuyển nhượng và các giấy tờ có giá,Cho vay chiết khấu công cụ chuyển nhượng và các giấy tờ có giá,Cho vay chiết khấu công cụ chuyển nhượng và các giấy tờ có giá,2.108.083,1.695.473,2108083.0,1695473.0
Các khoản trả thay khách hàng,Các khoản trả thay khách hàng,Các khoản trả thay khách hàng,46.215,39.802,46215.0,39802.0
,,,384.643.654,321.321.599,384643654.0,321321599.0
Phân tích dư nợ cho vay theo chất lượng nợ vay như sau:,Phân tích dư nợ cho vay theo chất lượng nợ vay như sau:,Phân tích dư nợ cho vay theo chất lượng nợ vay như sau:,Phân tích dư nợ cho vay theo chất lượng nợ vay như sau:,Phân tích dư nợ cho vay theo chất lượng nợ vay như sau:,,
,,,31/12/2015Triệu VND,31/12/2014Triệu VND(Trình bày lại),,
Nợ đủ tiêu chuẩn,Phân tích dư nợ cho vay theo chất lượng nợ vay như sau: > Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,368.207.282,296.439.070,368207282.0,296439070.0
Nợ cần chú ý,Phân tích dư nợ cho vay theo chất lượng nợ vay như sau: > Nợ cần chú ý,Nợ cần chú ý,9.340.702,17.472.249,9340702.0,17472249.0
Nợ dưới tiêu chuẩn,Phân tích dư nợ cho vay theo chất lượng nợ vay như sau: > Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,795.481,2.131.996,795481.0,2131996.0
Nợ nghi ngờ,Phân tích dư nợ cho vay theo chất lượng nợ vay như sau: > Nợ nghi ngờ,Nợ nghi ngờ,749.780,1.746.774,749780.0,1746774.0
Nợ có khả năng mất vốn,Phân tích dư nợ cho vay theo chất lượng nợ vay như sau: > Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,5.550.409,3.531.510,5550409.0,3531510.0
,,,384.643.654,321.321.599,384643654.0,321321599.0
Phân tích dư nợ cho vay theo thời gian đáo hạn như sau:,Phân tích dư nợ cho vay theo thời gian đáo hạn như sau:,Phân tích dư nợ cho vay theo thời gian đáo hạn như sau:,Phân tích dư nợ cho vay theo thời gian đáo hạn như sau:,Phân tích dư nợ cho vay theo thời gian đáo hạn như sau:,,
,,,31/12/2015Triệu VND,31/12/2014Triệu VND(Trình bày lại),,
Nợ ngắn hạn,Phân tích dư nợ cho vay theo thời gian đáo hạn như sau: > Nợ ngắn hạn,Nợ ngắn hạn,230.106.409,206.751.270,230106409.0,206751270.0
Nợ trung hạn,Phân tích dư nợ cho vay theo thời gian đáo hạn như sau: > Nợ trung hạn,Nợ trung hạn,41.599.239,32.420.092,41599239.0,32420092.0
Nợ dài hạn,Phân tích dư nợ cho vay theo thời gian đáo hạn như sau: > Nợ dài hạn,Nợ dài hạn,112.938.006,82.150.237,112938006.0,82150237.0
,,,384.643.654,321.321.599,384643654.0,321321599.0
