row_label_raw,row_label_full,col_0,Nămkết thúc31/12/2015,Nămkết thúc31/12/2014(Trình bày lại),numeric__Nămkết thúc31/12/2015,numeric__Nămkết thúc31/12/2014(Trình bày lại)
"Tổng số cán bộ, nhân viên (người)","Tổng số cán bộ, nhân viên (người)","Tổng số cán bộ, nhân viên (người)",14.295,13.643,14295.0,13643.0
"Thu nhập của cán bộ, nhân viên","Thu nhập của cán bộ, nhân viên","Thu nhập của cán bộ, nhân viên",,,,
Tổng quỹ lương và phụ cấp (Triệu VND)(xem Thuyết minh 30),"Thu nhập của cán bộ, nhân viên > Tổng quỹ lương và phụ cấp (Triệu VND)(xem Thuyết minh 30)",Tổng quỹ lương và phụ cấp (Triệu VND)(xem Thuyết minh 30),3.886.194,3.081.013,3886194.0,3081013.0
Thu nhập bình quân tháng/người (Triệu VND),"Thu nhập của cán bộ, nhân viên > Thu nhập bình quân tháng/người (Triệu VND)",Thu nhập bình quân tháng/người (Triệu VND),"22,65","18,82",22.65,18.82
