row_label_raw,row_label_full,col_0,Năm kết thúc31/12/2014Triệu VND(Trình bày lạitheo Thông tư 49),Năm kết thúc31/12/2014Triệu VND(Số theo báo cáoKTNN),Số liệuđiều chỉnhTriệu VND,numeric__Năm kết thúc31/12/2014Triệu VND(Trình bày lạitheo Thông tư 49),numeric__Năm kết thúc31/12/2014Triệu VND(Số theo báo cáoKTNN),numeric__Số liệuđiều chỉnhTriệu VND
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,28.004.034,27.750.380,253.654,28004034.0,27750380.0,253654.0
Thu nhập từ hoạt động dịch vụ nhân được,Thu nhập từ hoạt động dịch vụ nhân được,Thu nhập từ hoạt động dịch vụ nhân được,1.378.442,1.632.096,(253.654),1378442.0,1632096.0,-253654.0
