row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2020,01/01/2020,numeric__Thuyết minh,numeric__31/12/2020,numeric__01/01/2020
B. NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,B. NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,B. NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,,,,,
I. Các khoản nợ Chính phủ và Ngân hàng Nhà nước,I. Các khoản nợ Chính phủ và Ngân hàng Nhà nước,I. Các khoản nợ Chính phủ và Ngân hàng Nhà nước,,-,-,,,
II. Tiền gửi và vay các TCTD khác,I. Các khoản nợ Chính phủ và Ngân hàng Nhà nước > II. Tiền gửi và vay các TCTD khác,II. Tiền gửi và vay các TCTD khác,V.12,18.166.993.738.362,21.416.475.700.130,,18166993738362.0,21416475700130.0
1. Tiền gửi của các TCTD khác,I. Các khoản nợ Chính phủ và Ngân hàng Nhà nước > 1. Tiền gửi của các TCTD khác,1. Tiền gửi của các TCTD khác,,13.601.194.237.235,12.748.638.300.157,,13601194237235.0,12748638300157.0
2. Vay các TCTD khác,I. Các khoản nợ Chính phủ và Ngân hàng Nhà nước > 2. Vay các TCTD khác,2. Vay các TCTD khác,,4.565.799.501.127,8.667.837.399.973,,4565799501127.0,8667837399973.0
III. Tiền gửi của khách hàng,I. Các khoản nợ Chính phủ và Ngân hàng Nhà nước > III. Tiền gửi của khách hàng,III. Tiền gửi của khách hàng,V.13,59.271.859.700.279,47.428.710.471.366,,59271859700279.0,47428710471366.0
IV. Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,IV. Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,IV. Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,-,-,,,
"V. Vốn tài trợ, Ủy thác đầu tư, cho vay TCTD chịu rủi ro","IV. Các công cụ tài chính phải sinh và các khoản nợ tài chính khác > V. Vốn tài trợ, Ủy thác đầu tư, cho vay TCTD chịu rủi ro","V. Vốn tài trợ, Ủy thác đầu tư, cho vay TCTD chịu rủi ro",V.14,-,6.546.256.000,,,6546256000.0
VI. Phát hành giấy tờ có giá,IV. Các công cụ tài chính phải sinh và các khoản nợ tài chính khác > VI. Phát hành giấy tờ có giá,VI. Phát hành giấy tờ có giá,V.15,1.357.635.398.735,1.249.345.128.315,,1357635398735.0,1249345128315.0
VII. Các khoản nợ khác,IV. Các công cụ tài chính phải sinh và các khoản nợ tài chính khác > VII. Các khoản nợ khác,VII. Các khoản nợ khác,V.16,2.008.933.360.113,1.903.419.629.782,,2008933360113.0,1903419629782.0
"1. Các khoản lãi, phí phải trả","IV. Các công cụ tài chính phải sinh và các khoản nợ tài chính khác > 1. Các khoản lãi, phí phải trả","1. Các khoản lãi, phí phải trả",,1.602.620.402.642,1.373.901.578.799,,1602620402642.0,1373901578799.0
2. Thuế TNDN hoãn lại phải trả,2. Thuế TNDN hoãn lại phải trả,2. Thuế TNDN hoãn lại phải trả,,-,-,,,
3. Các khoản phải trả và công nợ khác,2. Thuế TNDN hoãn lại phải trả > 3. Các khoản phải trả và công nợ khác,3. Các khoản phải trả và công nợ khác,,406.312.957.471,529.518.050.983,,406312957471.0,529518050983.0
4. Dự phòng rủi ro khác (Dự phòng cho công nợ tiềm ẩn),4. Dự phòng rủi ro khác (Dự phòng cho công nợ tiềm ẩn),4. Dự phòng rủi ro khác (Dự phòng cho công nợ tiềm ẩn),,-,-,,,
TỔNG NỘ PHẢI TRẢ,4. Dự phòng rủi ro khác (Dự phòng cho công nợ tiềm ẩn) > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,,80.805.422.197.489,72.004.497.185.593,,80805422197489.0,72004497185593.0
