row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2020,01/01/2020,numeric__Thuyết minh,numeric__31/12/2020,numeric__01/01/2020
VIII. Vốn chủ sở hữu,VIII. Vốn chủ sở hữu,VIII. Vốn chủ sở hữu,V.17,5.723.927.655.972,4.442.266.453.212,,5723927655972.0,4442266453212.0
1. Vốn của TCTD,1. Vốn của TCTD,1. Vốn của TCTD,,4.449.747.740.351,3.500.102.540.351,,4449747740351.0,3500102540351.0
a. Vốn điều lệ,a. Vốn điều lệ,a. Vốn điều lệ,,4.449.635.670.000,3.499.990.470.000,,4449635670000.0,3499990470000.0
"b. Vốn đầu tư XDCB, mua sắm tài sản cố định","b. Vốn đầu tư XDCB, mua sắm tài sản cố định","b. Vốn đầu tư XDCB, mua sắm tài sản cố định",,-,-,,,
c. Thặng dư vốn cổ phần,"b. Vốn đầu tư XDCB, mua sắm tài sản cố định > c. Thặng dư vốn cổ phần",c. Thặng dư vốn cổ phần,,98.600.000,98.600.000,,98600000.0,98600000.0
d. Cổ phiếu quỹ,d. Cổ phiếu quỹ,d. Cổ phiếu quỹ,,-,-,,,
e. Cổ phiếu ưu đãi,e. Cổ phiếu ưu đãi,e. Cổ phiếu ưu đãi,,-,-,,,
f. Vốn khác,e. Cổ phiếu ưu đãi > f. Vốn khác,f. Vốn khác,,13.470.351,13.470.351,,13470351.0,13470351.0
2. Quỹ của TCTD,e. Cổ phiếu ưu đãi > 2. Quỹ của TCTD,2. Quỹ của TCTD,,276.854.471.680,227.052.071.266,,276854471680.0,227052071266.0
3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,,-,-,,,
4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,,-,-,,,
5. Lợi nhuận chưa phân phối,4. Chênh lệch đánh giá lại tài sản > 5. Lợi nhuận chưa phân phối,5. Lợi nhuận chưa phân phối,,997.325.443.941,715.111.841.595,,997325443941.0,715111841595.0
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,4. Chênh lệch đánh giá lại tài sản > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,86.529.349.853.461,76.446.763.638.805,,86529349853461.0,76446763638805.0
