row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Năm 2020,Năm 2019,numeric__Thuyết minh,numeric__Năm 2020,numeric__Năm 2019
LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
01. Thu nhập lãi và các khoản thụ nhập tương tự nhận được,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01. Thu nhập lãi và các khoản thụ nhập tương tự nhận được,01. Thu nhập lãi và các khoản thụ nhập tương tự nhận được,,5.446.154.834.581,4.260.692.942.645,,5446154834581.0,4260692942645.0
02. Chi phí lãi và các khoản thu nhập tương tự đã trả,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 02. Chi phí lãi và các khoản thu nhập tương tự đã trả,02. Chi phí lãi và các khoản thu nhập tương tự đã trả,,(4.248.856.932.489),(3.535.528.942.198),,-4248856932489.0,-3535528942198.0
03. Thu nhập từ hoạt động dịch vụ nhận được,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 03. Thu nhập từ hoạt động dịch vụ nhận được,03. Thu nhập từ hoạt động dịch vụ nhận được,,16.500.679.295,(13.144.042.978),,16500679295.0,-13144042978.0
"04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,51.355.012.776,13.719.211.916,,51355012776.0,13719211916.0
05. Thu nhập khác,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 05. Thu nhập khác,05. Thu nhập khác,,324.639.103.101,(71.681.203.261),,324639103101.0,-71681203261.0
"06. Tiền thu các khoản nợ đã được xử lý hoá, bù đáp bằng nguồn rủi ro","LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 06. Tiền thu các khoản nợ đã được xử lý hoá, bù đáp bằng nguồn rủi ro","06. Tiền thu các khoản nợ đã được xử lý hoá, bù đáp bằng nguồn rủi ro",,30.611.642.463,-,,30611642463.0,
"07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",,(595.282.519.725),(581.397.082.857),,-595282519725.0,-581397082857.0
08. Tiền thuế thu nhập thực nộp trong kỳ,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 08. Tiền thuế thu nhập thực nộp trong kỳ,08. Tiền thuế thu nhập thực nộp trong kỳ,,(76.334.875.391),(33.986.816.408),,-76334875391.0,-33986816408.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,948.786.944.611,38.674.066.859,,948786944611.0,38674066859.0
