row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Năm 2020,Năm 2019,numeric__Thuyết minh,numeric__Năm 2020,numeric__Năm 2019
1. Thu nhập lãi và các khoản thu nhập tương tự,1. Thu nhập lãi và các khoản thu nhập tương tự,1. Thu nhập lãi và các khoản thu nhập tương tự,VI.18,5.788.355.560.383,4.918.276.257.643,,5788355560383.0,4918276257643.0
2. Chi phí lãi và các chi phí tương tự,2. Chi phí lãi và các chi phí tương tự,2. Chi phí lãi và các chi phí tương tự,VI.19,4.477.575.756.332,3.899.112.159.152,,4477575756332.0,3899112159152.0
I. Thu nhập lãi thuần,I. Thu nhập lãi thuần,I. Thu nhập lãi thuần,,1.310.779.804.051,1.019.164.098.491,,1310779804051.0,1019164098491.0
3. Thu nhập từ hoạt động dịch vụ,3. Thu nhập từ hoạt động dịch vụ,3. Thu nhập từ hoạt động dịch vụ,,50.434.749.704,22.992.606.611,,50434749704.0,22992606611.0
4. Chi phí hoạt động dịch vụ,4. Chi phí hoạt động dịch vụ,4. Chi phí hoạt động dịch vụ,,33.934.070.409,36.136.649.589,,33934070409.0,36136649589.0
II. Lãi/lỗ thuần từ hoạt động dịch vụ,II. Lãi/lỗ thuần từ hoạt động dịch vụ,II. Lãi/lỗ thuần từ hoạt động dịch vụ,VI.20,16.500.679.295,(13.144.042.978),,16500679295.0,-13144042978.0
III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hối,III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hối,III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hối,VI.21,33.984.368.124,9.619.206.443,,33984368124.0,9619206443.0
IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,VI.22,1.277.542.843,2.280.537.636,,1277542843.0,2280537636.0
V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,VI.23,16.093.101.809,1.819.467.837,,16093101809.0,1819467837.0
5. Thu nhập từ hoạt động khác,5. Thu nhập từ hoạt động khác,5. Thu nhập từ hoạt động khác,,402.700.018.609,229.944.657.669,,402700018609.0,229944657669.0
6. Chi phí hoạt động khác,6. Chi phí hoạt động khác,6. Chi phí hoạt động khác,,47.429.682.136,7.764.518.553,,47429682136.0,7764518553.0
VI. Lãi/lỗ thuần từ hoạt động khác,VI. Lãi/lỗ thuần từ hoạt động khác,VI. Lãi/lỗ thuần từ hoạt động khác,VI.24,355.270.336.473,222.180.139.116,,355270336473.0,222180139116.0
"VII. Thu nhập từ góp vốn, mua cổ phần","VII. Thu nhập từ góp vốn, mua cổ phần","VII. Thu nhập từ góp vốn, mua cổ phần",VI.25,47.822.955.000,1.165.328.500,,47822955000.0,1165328500.0
VIII. Chi phí hoạt động,VIII. Chi phí hoạt động,VIII. Chi phí hoạt động,VI.26,616.682.423.678,601.331.722.462,,616682423678.0,601331722462.0
IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,1.165.046.363.917,641.753.012.583,,1165046363917.0,641753012583.0
X.1 Chi phí dự phòng rủi ro tín dụng,X.1 Chi phí dự phòng rủi ro tín dụng,X.1 Chi phí dự phòng rủi ro tín dụng,VI.27,757.570.969.567,365.935.334.805,,757570969567.0,365935334805.0
XI. Tổng lợi nhuận trước thuế,XI. Tổng lợi nhuận trước thuế,XI. Tổng lợi nhuận trước thuế,,407.475.394.350,275.817.677.778,,407475394350.0,275817677778.0
7. Chi phí thuế TNDN hiện hành,7. Chi phí thuế TNDN hiện hành,7. Chi phí thuế TNDN hiện hành,,75.459.391.590,68.420.133.886,,75459391590.0,68420133886.0
8. Chi phí thuế TNDN hoãn lại,8. Chi phí thuế TNDN hoãn lại,8. Chi phí thuế TNDN hoãn lại,,-,-,,,
XII. Chi phí thuế Thu nhập doanh nghiệp,8. Chi phí thuế TNDN hoãn lại > XII. Chi phí thuế Thu nhập doanh nghiệp,XII. Chi phí thuế Thu nhập doanh nghiệp,VI.28,75.459.391.590,68.420.133.886,,75459391590.0,68420133886.0
XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,8. Chi phí thuế TNDN hoãn lại > XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,,332.016.002.760,207.397.543.892,,332016002760.0,207397543892.0
XIV. Lợi ích của cổ đông thiểu số,XIV. Lợi ích của cổ đông thiểu số,XIV. Lợi ích của cổ đông thiểu số,,,-,,,
XV. Lãi cơ bản trên cổ phiếu,XIV. Lợi ích của cổ đông thiểu số > XV. Lãi cơ bản trên cổ phiếu,XV. Lãi cơ bản trên cổ phiếu,V.17.2,834,593,,834.0,593.0
