row_label_raw,row_label_full,Ông PHƯƠNG HỮU VIỆT,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông PHAN VĂN TÓI,Ông PHAN VĂN TÓI,Ông PHAN VĂN TÓI,Phó Chủ tịch,,,
Ông PHƯƠNG XUÂN THỤY,Ông PHƯƠNG XUÂN THỤY,Ông PHƯƠNG XUÂN THỤY,Phó Chủ tịch,(miễn nhiệm kể từ ngày 20/06/2020),,
Ông NGUYỄN VĂN HÀO,Ông NGUYỄN VĂN HÀO,Ông NGUYỄN VĂN HÀO,Thành viên,(miễn nhiệm kể từ ngày 26/09/2020),,
Ông TRẦN TIẾN DŨNG,Ông TRẦN TIẾN DŨNG,Ông TRẦN TIẾN DŨNG,Thành viên,,,
Bà PHƯƠNG MINH HUỆ,Bà PHƯƠNG MINH HUỆ,Bà PHƯƠNG MINH HUỆ,Thành viên,(bổ nhiệm kể từ ngày 20/06/2020),,
Ông NGUYỄN HỒNG HÀI,Ông NGUYỄN HỒNG HÀI,Ông NGUYỄN HỒNG HÀI,Thành viên,(bổ nhiệm kể từ ngày 20/06/2020),,
Bà NGUYỄN THỊ LAN HƯƠNG,Bà NGUYỄN THỊ LAN HƯƠNG,Bà NGUYỄN THỊ LAN HƯƠNG,Thành viên,(miễn nhiệm kể từ ngày 20/06/2020),,
