row_label_raw,row_label_full,col_0,Số lượng,% vốn sở hữu,% quyền biểu quyết,31/12/2018 > Giá trị ghi sổ/giá gốc VND,31/12/2018 > Dự phòng VND,31/12/2018 > Giá trị hợp lý VND,31/12/2018 > Số lượng,% vốn sở hữu_1,% quyền biểu quyết_1,1/1/2018 > Giá trị ghi sổ/giá gốc VND,1/1/2018 > Dự phòng VND,1/1/2018 > Giá trị hợp lý VND,numeric__Số lượng,numeric__% vốn sở hữu,numeric__% quyền biểu quyết,numeric__31/12/2018 > Giá trị ghi sổ/giá gốc VND,numeric__31/12/2018 > Dự phòng VND,numeric__31/12/2018 > Giá trị hợp lý VND,numeric__31/12/2018 > Số lượng,numeric__% vốn sở hữu_1,numeric__% quyền biểu quyết_1,numeric__1/1/2018 > Giá trị ghi sổ/giá gốc VND,numeric__1/1/2018 > Dự phòng VND,numeric__1/1/2018 > Giá trị hợp lý VND
Đầu tư vào công ty con▪ Công ty Cổ phần Thủy diện Hạ Sông Pha (i),Đầu tư vào công ty con▪ Công ty Cổ phần Thủy diện Hạ Sông Pha (i),Đầu tư vào công ty con▪ Công ty Cổ phần Thủy diện Hạ Sông Pha (i),11.200.000,70%,70%,112.000.000.000,-,(*),11.200.000,"71,8%",70%,112.000.000.000,-,(*),11200000.0,0.7,0.7,112000000000.0,,,11200000.0,0.718,0.7,112000000000.0,,
Đầu tư vào công ty liên kết▪ Công ty Cổ phần Phong diện Thuận Bình (ii),Đầu tư vào công ty liên kết▪ Công ty Cổ phần Phong diện Thuận Bình (ii),Đầu tư vào công ty liên kết▪ Công ty Cổ phần Phong diện Thuận Bình (ii),3.267.920,20%,20%,32.679.200.000,-,(*),3.267.920,20%,20%,32.679.200.000,(4.772.900.615),(*),3267920.0,0.2,0.2,32679200000.0,,,3267920.0,0.2,0.2,32679200000.0,-4772900615.0,
Đầu tư góp vốn vào các đơn vị khác▪ Công ty Cổ phần Thủy diện A Vương,Đầu tư góp vốn vào các đơn vị khác▪ Công ty Cổ phần Thủy diện A Vương,Đầu tư góp vốn vào các đơn vị khác▪ Công ty Cổ phần Thủy diện A Vương,2.579.069,"3,3%","3,3%",24.560.000.000,-,78.661.604.500,2.579.069,"3,3%","3,3%",24.560.000.000,-,(*),2579069.0,0.033,0.033,24560000000.0,,78661604500.0,2579069.0,0.033,0.033,24560000000.0,,
▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,▪ Công ty Cổ phần Thủy diện Sông Ba Hạ,1.280.000,1%,1%,12.800.000.000,-,33.280.000.000,1.280.000,1%,1%,12.800.000.000,-,(*),1280000.0,0.01,0.01,12800000000.0,,33280000000.0,1280000.0,0.01,0.01,12800000000.0,,
,,,,,,37.360.000.000,-,,,,,37.360.000.000,-,,,,,37360000000.0,,,,,,37360000000.0,,
,,,,,,182.039.200.000,-,,,,,182.039.200.000,(4.772.900.615),,,,,182039200000.0,,,,,,182039200000.0,-4772900615.0,
