row_label_raw,row_label_full,Ban Kiểm soát,Ông Huỳnh Nghĩa Hiệp,Trường ban,numeric__Ông Huỳnh Nghĩa Hiệp,numeric__Trường ban
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Bà Hoàng Ngân,Thành viên,,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Bà Phùng Thị Tốt,Thành viên,,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Bà Nguyễn Thị Minh Lan,Thành viên,,
