row_label_raw,row_label_full,31/12/2015 > Cho vay khách hàng > Chứng khoán đầu tư giữ đến ngàyđáo hạn – trái phiếu,Thuyết minh > 12(iii),Số dư Triệu VND > 1.866.081 > 2.734.353,"Năm đáo hạn > 2015 > 2015, 2018,2020",Dự phòng chung Triệu VND > 14.134 > 20.841,Dự phòng cụ thể Triệu VND > 62.655 > 848.511,numeric__Thuyết minh > 12(iii),numeric__Số dư Triệu VND > 1.866.081 > 2.734.353,"numeric__Năm đáo hạn > 2015 > 2015, 2018,2020",numeric__Dự phòng chung Triệu VND > 14.134 > 20.841,numeric__Dự phòng cụ thể Triệu VND > 62.655 > 848.511
Chứng khoán đầu tư sẵn sàng để bán – cổ phiếu,Chứng khoán đầu tư sẵn sàng để bán – cổ phiếu,Chứng khoán đầu tư sẵn sàng để bán – cổ phiếu,12(i),20.939,,-,1.933,,20939.0,,,1933.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,17(ii),1.166.857,2015,-,353.846,,1166857.0,2015.0,,353846.0
,,,,5.788.230,,34.975,1.266.945,,5788230.0,,34975.0,1266945.0
31/12/2014,31/12/2014,31/12/2014,Thuyết minh,Số dư Triệu VND,Nămđáo hạn,Dự phòng chung Triệu VND,Dự phòng cụ thể Triệu VND,,,,,
Cho vay khách hàng,31/12/2014 > Cho vay khách hàng,Cho vay khách hàng,,2.237.284,"2015, 2018",16.780,67.968,,2237284.0,,16780.0,67968.0
Chứng khoán đầu tư giữ đến ngàyđáo hạn – trái phiếu,31/12/2014 > Chứng khoán đầu tư giữ đến ngàyđáo hạn – trái phiếu,Chứng khoán đầu tư giữ đến ngàyđáo hạn – trái phiếu,12(iii),2.429.349,"2018, 2020",18.220,79.836,,2429349.0,,18220.0,79836.0
"Góp vốn, đầu tư dài hạn","31/12/2014 > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",12(i),20.939,,-,3.453,,20939.0,,,3453.0
Các khoản phải thu khác,31/12/2014 > Các khoản phải thu khác,Các khoản phải thu khác,17(ii),1.179.485,2015,-,353.846,,1179485.0,2015.0,,353846.0
,,,,5.867.057,,35.000,505.103,,5867057.0,,35000.0,505103.0
