row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2015,Cho vay khách hàng – gộp Triệu VND,Tiền gửi của khách hàng Triệu VND,Nợ tiềm tàng và các cam kết tín dụng Triệu VND,Kinh doanh và đầu tư chứng khoán – gộp Triệu VND,Tiền gửi và cho vay các TCTD khác – gộp Triệu VND,Tiền gửi và vay các TCTD khác Triệu VND,Công cụ tài chính phải sinh Triệu VND,numeric__Cho vay khách hàng – gộp Triệu VND,numeric__Tiền gửi của khách hàng Triệu VND,numeric__Nợ tiềm tàng và các cam kết tín dụng Triệu VND,numeric__Kinh doanh và đầu tư chứng khoán – gộp Triệu VND,numeric__Tiền gửi và cho vay các TCTD khác – gộp Triệu VND,numeric__Tiền gửi và vay các TCTD khác Triệu VND,numeric__Công cụ tài chính phải sinh Triệu VND
Trong nước,Trong nước,Trong nước,134.031.804,174.918.997,4.528.893,40.865.791,8.255.795,2.433.076,2.630.636,134031804.0,174918997.0,4528893.0,40865791.0,8255795.0,2433076.0,2630636.0
Nước ngoài,Nước ngoài,Nước ngoài,-,-,4.068.585,-,2.066.546,254,2.027.699,,,4068585.0,,2066546.0,254.0,2027699.0
,,,134.031.804,174.918.997,8.597.478,40.865.791,10.322.341,2.433.330,4.658.335,134031804.0,174918997.0,8597478.0,40865791.0,10322341.0,2433330.0,4658335.0
Tại ngày 31 tháng 12 năm 2014,Tại ngày 31 tháng 12 năm 2014,Tại ngày 31 tháng 12 năm 2014,Cho vay khách hàng – gộp Triệu VND,Tiền gửi của khách hàng Triệu VND,Nợ tiềm tàng và các cam kết tín dụng Triệu VND,Kinh doanh và đầu tư chứng khoán – gộp Triệu VND,Tiền gửi và cho vay các TCTD khác – gộp Triệu VND,Tiền gửi và vay các TCTD khác Triệu VND,Công cụ tài chính phải sinh Triệu VND,,,,,,,
Trong nước,Tại ngày 31 tháng 12 năm 2014 > Trong nước,Trong nước,116.324.055,154.613.588,3.686.544,41.177.811,3.977.419,6.144.985,2.585.596,116324055.0,154613588.0,3686544.0,41177811.0,3977419.0,6144985.0,2585596.0
Nước ngoài,Tại ngày 31 tháng 12 năm 2014 > Nước ngoài,Nước ngoài,-,-,5.861.696,-,1.285.541,253,2.272.798,,,5861696.0,,1285541.0,253.0,2272798.0
,,,116.324.055,154.613.588,9.548.240,41.177.811,5.262.960,6.145.238,4.858.394,116324055.0,154613588.0,9548240.0,41177811.0,5262960.0,6145238.0,4858394.0
