row_label_raw,row_label_full,Nhóm,Nhóm_1,Tình hình quá hạn,Tỷ lệ dự phòng,numeric__Nhóm_1,numeric__Tình hình quá hạn,numeric__Tỷ lệ dự phòng
3,3,3,Nợ dưới tiêu chuẩn,"(a) Nợ quá hạn từ 91 đến 180 ngày; hoặc(b) Nợ gia hạn nợ lần đầu; hoặc(c) Nợ được miễn hoặc giảm lãi do khách hàng không đủ khả năng trả lãi đầy đủ theo hợp đồng tin dụng; hoặc(d) Nợ thuộc một trong các trường hợp sau đây:▪ Nợ của khách hàng hoặc bên bảo đảm là tổ chức, cá nhân thuộc đối tượng mà Ngân hàng hoặc công ty con của Ngân hàng không được cấp tín dụng theo quy định của pháp luật.▪ Nợ được bảo đảm bằng cổ phiếu của chính Ngân hàng hoặc công ty con của Ngân hàng hoặc tiền vay được sử dụng để góp vốn vào một tổ chức tín dụng khác trên cơ sở Ngân hàng hoặc công ty con của Ngân hàng nhận tài sản bảo đảm bằng cổ phiếu của chính tổ chức tín dụng nhận vốn góp.▪ Nợ không có bảo đảm hoặc được cấp với điều kiện ưu đãi hoặc giá trị vượt quá 5% vốn tự có của Ngân hàng hoặc công ty con của Ngân hàng khi cấp cho khách hàng thuộc đối tượng bị hạn chế cấp tín dụng theo quy định của pháp luật.▪ Nợ cấp cho các công ty liên kết của Ngân hàng hoặc công ty con của Ngân hàng có giá trị vượt các tỷ lệ giới hạn theo quy định của pháp luật.▪ Nợ có giá trị vượt quá các giới hạn cấp tín dụng, trừ trường hợp được phép vượt giới hạn, theo quy định của pháp luật.▪ Nợ vi phạm các quy định của pháp luật về cấp tín dụng, quản lý ngoại hồi và các tỷ lệ bảo đảm an toàn đối với Ngân hàng hoặc công ty con của Ngân hàng.▪ Nợ vi phạm các quy định nội bộ về cấp tín dụng, quản lý tiền vay, chính sách dự phòng rủi ro của Ngân hàng hoặc công ty con của Ngân hàng; hoặc(e) Nợ đang thu hồi theo kết luận thanh tra.",20%,,,0.2
4,4,4,Nợ nghi ngờ,(a) Nợ quá hạn từ 181 ngày đến 360 ngày; hoặc(b) Nợ cơ cấu lại thời hạn trả nợ lần đầu quá hạn dưới 90 ngày theo thời hạn trả nợ được cơ cấu lại lần đầu; hoặc(c) Nợ cơ cấu lại thời hạn trả nợ lần thứ hai; hoặc(d) Khoản nợ quy định tại điểm (d) của nợ Nhóm 3 quá hạn từ 30 ngày đến 60 ngày kể từ ngày có quyết định thu hồi; hoặc(e) Nợ phải thu hồi theo kết luận thanh tra nhưng đã quá thời hạn thu hồi đến 60 ngày mà vẫn chưa thu hồi được.,50%,,,0.5
