row_label_raw,row_label_full,col_0,31/12/2015Triệu VND,31/12/2014Triệu VND,numeric__31/12/2015Triệu VND,numeric__31/12/2014Triệu VND
"Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",1.741.689,1.736.746,1741689.0,1736746.0
Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,,,,
Chuyển tiền phải trả,Các khoản phải trả và công nợ khác > Chuyển tiền phải trả,Chuyển tiền phải trả,187.254,237.506,187254.0,237506.0
Thuế và các khoản phải nộp cho Nhà nước (Thuyết minh 24),Các khoản phải trả và công nợ khác > Thuế và các khoản phải nộp cho Nhà nước (Thuyết minh 24),Thuế và các khoản phải nộp cho Nhà nước (Thuyết minh 24),37.899,43.399,37899.0,43399.0
Doanh thu chưa thực hiện,Các khoản phải trả và công nợ khác > Doanh thu chưa thực hiện,Doanh thu chưa thực hiện,20.028,15.286,20028.0,15286.0
Phải trả khác (i),Các khoản phải trả và công nợ khác > Phải trả khác (i),Phải trả khác (i),913.858,1.153.197,913858.0,1153197.0
"Quỹ khen thưởng, phúc lợi (ii)","Các khoản phải trả và công nợ khác > Quỹ khen thưởng, phúc lợi (ii)","Quỹ khen thưởng, phúc lợi (ii)",729,1.353,729.0,1353.0
,,,1.159.768,1.450.741,1159768.0,1450741.0
,,,2.901.457,3.187.487,2901457.0,3187487.0
(i) Các khoản phải trả khác bao gồm:,(i) Các khoản phải trả khác bao gồm:,(i) Các khoản phải trả khác bao gồm:,(i) Các khoản phải trả khác bao gồm:,(i) Các khoản phải trả khác bao gồm:,,
,,,31/12/2015Triệu VND,31/12/2014Triệu VND,,
Tiền giữ hộ và đội thanh toán,(i) Các khoản phải trả khác bao gồm: > Tiền giữ hộ và đội thanh toán,Tiền giữ hộ và đội thanh toán,85.366,85.630,85366.0,85630.0
Các khoản chờ thanh toán,(i) Các khoản phải trả khác bao gồm: > Các khoản chờ thanh toán,Các khoản chờ thanh toán,169.969,290.778,169969.0,290778.0
"Các khoản phải trả cho cán bộ, nhân viên","(i) Các khoản phải trả khác bao gồm: > Các khoản phải trả cho cán bộ, nhân viên","Các khoản phải trả cho cán bộ, nhân viên",365.666,324.300,365666.0,324300.0
Người mua trả tiền trước,(i) Các khoản phải trả khác bao gồm: > Người mua trả tiền trước,Người mua trả tiền trước,-,225.000,,225000.0
Phải trả khác,(i) Các khoản phải trả khác bao gồm: > Phải trả khác,Phải trả khác,292.857,227.489,292857.0,227489.0
,,,913.858,1.153.197,913858.0,1153197.0
"(ii) Biến động của quỹ khen thưởng, phúc lợi trong năm như sau:","(ii) Biến động của quỹ khen thưởng, phúc lợi trong năm như sau:","(ii) Biến động của quỹ khen thưởng, phúc lợi trong năm như sau:","(ii) Biến động của quỹ khen thưởng, phúc lợi trong năm như sau:","(ii) Biến động của quỹ khen thưởng, phúc lợi trong năm như sau:",,
,,,2015Triệu VND,2014Triệu VND,,
Số dư đầu năm,"(ii) Biến động của quỹ khen thưởng, phúc lợi trong năm như sau: > Số dư đầu năm",Số dư đầu năm,1.353,-,1353.0,
Chuyển từ vốn chủ sở hữu (*) (Thuyết minh 25),"(ii) Biến động của quỹ khen thưởng, phúc lợi trong năm như sau: > Chuyển từ vốn chủ sở hữu (*) (Thuyết minh 25)",Chuyển từ vốn chủ sở hữu (*) (Thuyết minh 25),-,(3.849),,-3849.0
Trích lập trong năm (Thuyết minh 25),"(ii) Biến động của quỹ khen thưởng, phúc lợi trong năm như sau: > Trích lập trong năm (Thuyết minh 25)",Trích lập trong năm (Thuyết minh 25),10.000,20.000,10000.0,20000.0
Sử dụng trong năm,"(ii) Biến động của quỹ khen thưởng, phúc lợi trong năm như sau: > Sử dụng trong năm",Sử dụng trong năm,(10.624),(14.798),-10624.0,-14798.0
Số dư cuối năm,"(ii) Biến động của quỹ khen thưởng, phúc lợi trong năm như sau: > Số dư cuối năm",Số dư cuối năm,729,1.353,729.0,1353.0
