row_label_raw,row_label_full,Triệu VND,2015 > Miền Bắc,2015 > Miền Trung,2015 > Miền Nam,2015 > Loại trừ,2015 > Tổng,numeric__2015 > Miền Bắc,numeric__2015 > Miền Trung,numeric__2015 > Miền Nam,numeric__2015 > Loại trừ,numeric__2015 > Tổng
Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,200.444,184.333,1.045.225,(115.851),1.314.151,200444.0,184333.0,1045225.0,-115851.0,1314151.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,31.792.545,17.758.246,226.897.192,(74.990.998),201.456.985,31792545.0,17758246.0,226897192.0,-74990998.0,201456985.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,31.592.101,17.573.914,212.213.918,(72.710.490),188.669.443,31592101.0,17573914.0,212213918.0,-72710490.0,188669443.0
,,,2014,2014,2014,2014,2014,2014.0,2014.0,2014.0,2014.0,2014.0
Triệu VND,Triệu VND,Triệu VND,Miền Bắc,Miền Trung,Miền Nam,Loại trừ,Tổng,,,,,
Kết quả kinh doanh bộ phận,Triệu VND > Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,322.859,102.855,1.051.991,(262.304),1.215.401,322859.0,102855.0,1051991.0,-262304.0,1215401.0
Tài sản bộ phận,Triệu VND > Tài sản bộ phận,Tài sản bộ phận,26.667.757,14.269.533,206.421.483,(67.749.002),179.609.771,26667757.0,14269533.0,206421483.0,-67749002.0,179609771.0
Nợ phải trả bộ phận,Triệu VND > Nợ phải trả bộ phận,Nợ phải trả bộ phận,26.344.897,14.166.677,192.340.014,(65.639.120),167.212.468,26344897.0,14166677.0,192340014.0,-65639120.0,167212468.0
