row_label_raw,row_label_full,Số dư cuối năm,31/12/2015Triệu VND,31/12/2014Triệu VND,numeric__31/12/2015Triệu VND,numeric__31/12/2014Triệu VND
Tiền gửi từ công ty liên doanh và liên kết,Tiền gửi từ công ty liên doanh và liên kết,Tiền gửi từ công ty liên doanh và liên kết,15.432,14.927,15432.0,14927.0
Tiền gửi từ các bên liên quan khác (*),Tiền gửi từ các bên liên quan khác (*),Tiền gửi từ các bên liên quan khác (*),346.428,559.636,346428.0,559636.0
Cho các bên liên quan khác vay,Cho các bên liên quan khác vay,Cho các bên liên quan khác vay,416.227,654.081,416227.0,654081.0
Đầu tư vào trái phiếu phát hành bởi bên liên quan khác (*),Đầu tư vào trái phiếu phát hành bởi bên liên quan khác (*),Đầu tư vào trái phiếu phát hành bởi bên liên quan khác (*),1.000.000,1.000.000,1000000.0,1000000.0
Tạm ứng và khoản phải thu từ các bên liên quan khác (*),Tạm ứng và khoản phải thu từ các bên liên quan khác (*),Tạm ứng và khoản phải thu từ các bên liên quan khác (*),156.091,413.366,156091.0,413366.0
Lãi dự thu từ các khoản cho vay các bên liên quan khác (*),Lãi dự thu từ các khoản cho vay các bên liên quan khác (*),Lãi dự thu từ các khoản cho vay các bên liên quan khác (*),14.854,19.363,14854.0,19363.0
Lãi dự thu từ trái phiếu phát hành bởi bên liên quan khác (*),Lãi dự thu từ trái phiếu phát hành bởi bên liên quan khác (*),Lãi dự thu từ trái phiếu phát hành bởi bên liên quan khác (*),141.152,81.152,141152.0,81152.0
Lãi dự chi cho tiền gửi từ công ty liên doanh và liên kết,Lãi dự chi cho tiền gửi từ công ty liên doanh và liên kết,Lãi dự chi cho tiền gửi từ công ty liên doanh và liên kết,50,55,50.0,55.0
Lãi dự chi cho tiền gửi từ các bên liên quan khác (*),Lãi dự chi cho tiền gửi từ các bên liên quan khác (*),Lãi dự chi cho tiền gửi từ các bên liên quan khác (*),2.868,5.523,2868.0,5523.0
Tiền nhận ủy thác đầu tư từ các bên liên quan khác (*),Tiền nhận ủy thác đầu tư từ các bên liên quan khác (*),Tiền nhận ủy thác đầu tư từ các bên liên quan khác (*),9.500,17.250,9500.0,17250.0
Giao dịch phát sinh trong năm,Giao dịch phát sinh trong năm,Giao dịch phát sinh trong năm,2015Triệu VND,2014Triệu VND,,
Thu nhập lãi từ cho vay các bên liên quan khác (*),Giao dịch phát sinh trong năm > Thu nhập lãi từ cho vay các bên liên quan khác (*),Thu nhập lãi từ cho vay các bên liên quan khác (*),33.188,50.145,33188.0,50145.0
Chi phí lãi trả cho tiền gửi của công ty liên doanh và liên kết,Giao dịch phát sinh trong năm > Chi phí lãi trả cho tiền gửi của công ty liên doanh và liên kết,Chi phí lãi trả cho tiền gửi của công ty liên doanh và liên kết,654,816,654.0,816.0
Chi phí lãi trả cho tiền gửi của các bên liên quan khác (*),Giao dịch phát sinh trong năm > Chi phí lãi trả cho tiền gửi của các bên liên quan khác (*),Chi phí lãi trả cho tiền gửi của các bên liên quan khác (*),22.277,46.715,22277.0,46715.0
Phí thanh toán cho công ty liên kết,Giao dịch phát sinh trong năm > Phí thanh toán cho công ty liên kết,Phí thanh toán cho công ty liên kết,140.094,142.086,140094.0,142086.0
Phát hành trái phiếu cho bên liên quan khác (*),Giao dịch phát sinh trong năm > Phát hành trái phiếu cho bên liên quan khác (*),Phát hành trái phiếu cho bên liên quan khác (*),,100.000,,100000.0
Thu nhập của Ban Tổng Giám đốc,Giao dịch phát sinh trong năm > Thu nhập của Ban Tổng Giám đốc,Thu nhập của Ban Tổng Giám đốc,17.940,13.813,17940.0,13813.0
Thù lao trả cho các thành viên Hội đồng Quản trị,Giao dịch phát sinh trong năm > Thù lao trả cho các thành viên Hội đồng Quản trị,Thù lao trả cho các thành viên Hội đồng Quản trị,5.995,4.960,5995.0,4960.0
Thù lao trả cho Ban Kiểm soát,Giao dịch phát sinh trong năm > Thù lao trả cho Ban Kiểm soát,Thù lao trả cho Ban Kiểm soát,3.113,2.950,3113.0,2950.0
