row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2015 Triệu VND,31/12/2014 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2015 Triệu VND,numeric__31/12/2014 Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU NỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,18,5.178.981,-,,18.0,5178981.0,
II,B > II,II,Tiền gửi và vay các tổ chức tín dụng khác,19,2.433.330,6.145.238,,19.0,2433330.0,6145238.0
1,B > 1,1,Tiền gửi của các tổ chức tín dụng khác,,2.097.789,3.244.143,,,2097789.0,3244143.0
2,B > 2,2,Vay các tổ chức tín dụng khác,,335.541,2.901.095,,,335541.0,2901095.0
III,B > III,III,Tiền gửi của khách hàng,20,174.918.997,154.613.588,,20.0,174918997.0,154613588.0
V,B > V,V,"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",21,161.678,188.155,,21.0,161678.0,188155.0
VI,B > VI,VI,Phát hành giấy tờ có giá,22,3.075.000,3.078.000,,22.0,3075000.0,3078000.0
VII,B > VII,VII,Các khoản nợ khác,23,2.901.457,3.187.487,,23.0,2901457.0,3187487.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,1.741.689,1.736.746,,,1741689.0,1736746.0
3,B > 3,3,Các khoản phải trả và công nợ khác,,1.159.768,1.450.741,,,1159768.0,1450741.0
,,,TỔNG NỘ PHẢI TRẢ,,188.669.443,167.212.468,,,188669443.0,167212468.0
,,,VỐN CHỦ SỞ HỮU,,,,,,,
VIII,B > VIII,VIII,Vốn chủ sở hữu,25,12.787.542,12.397.303,,25.0,12787542.0,12397303.0
1,B > 1,1,Vốn của tổ chức tín dụng,,8.711.240,8.711.841,,,8711240.0,8711841.0
a,B > a,a,Vốn điều lệ,,9.376.965,9.376.965,,,9376965.0,9376965.0
d,B > d,d,Cổ phiếu quỹ,,(665.725),(665.124),,,-665725.0,-665124.0
2,B > 2,2,Quỹ của tổ chức tín dụng,,2.374.178,2.207.666,,,2374178.0,2207666.0
5,B > 5,5,Lợi nhuận chưa phân phối,,1.702.124,1.477.796,,,1702124.0,1477796.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,12.787.542,12.397.303,,,12787542.0,12397303.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,201.456.985,179.609.771,,,201456985.0,179609771.0
