row_label_raw,row_label_full,col_0,Vay,Trái phiếu,VNDTổng cộng,numeric__Vay,numeric__Trái phiếu,numeric__VNDTổng cộng
Số đầu năm,Số đầu năm,Số đầu năm,944.424.266.669,622.623.620.017,1.567.047.886.686,944424266669.0,622623620017.0,1567047886686.0
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,1.039.081.212.366,-,1.039.081.212.366,1039081212366.0,,1039081212366.0
Tiền chỉ trả nợ gốc,Tiền chỉ trả nợ gốc,Tiền chỉ trả nợ gốc,(493.057.796.995),-,(493.057.796.995),-493057796995.0,,-493057796995.0
Cần trừ với khoản đầu tư vào công ty con,Cần trừ với khoản đầu tư vào công ty con,Cần trừ với khoản đầu tư vào công ty con,(183.394.430.000),-,(183.394.430.000),-183394430000.0,,-183394430000.0
Cần trừ với nợ phải thu,Cần trừ với nợ phải thu,Cần trừ với nợ phải thu,(136.063.551.667),-,(136.063.551.667),-136063551667.0,,-136063551667.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,-,3.617.654.104,3.617.654.104,,3617654104.0,3617654104.0
Số cuối năm,Số cuối năm,Số cuối năm,1.170.989.700.373,626.241.274.121,1.797.230.974.494,1170989700373.0,626241274121.0,1797230974494.0
