row_label_raw,row_label_full,Dự án Hoàng Nam,Giá trị theo hợp đồng > 2.063.762.070.000,Giá trị đã ghi nhận > (310.343.600.000),VNDGiá trị cam kết còn lại > 1.753.418.470.000,numeric__Giá trị theo hợp đồng > 2.063.762.070.000,numeric__Giá trị đã ghi nhận > (310.343.600.000),numeric__VNDGiá trị cam kết còn lại > 1.753.418.470.000
Dự án Novia,Dự án Novia,Dự án Novia,277.173.780.000,(233.512.720.000),43.661.060.000,277173780000.0,-233512720000.0,43661060000.0
Dự án Long An,Dự án Long An,Dự án Long An,111.915.470.000,(32.766.740.000),79.148.730.000,111915470000.0,-32766740000.0,79148730000.0
Dự án Nguyên Sơn,Dự án Nguyên Sơn,Dự án Nguyên Sơn,110.692.830.000,(68.722.510.000),41.970.320.000,110692830000.0,-68722510000.0,41970320000.0
Dự án Southgate,Dự án Southgate,Dự án Southgate,64.014.660.000,(18.779.540.000),45.235.120.000,64014660000.0,-18779540000.0,45235120000.0
Dự án Ehome,Dự án Ehome,Dự án Ehome,57.657.620.000,(7.520.270.000),50.137.350.000,57657620000.0,-7520270000.0,50137350000.0
Dự án VSIP Hải Phòng,Dự án VSIP Hải Phòng,Dự án VSIP Hải Phòng,23.900.510.000,(4.680.220.000),19.220.290.000,23900510000.0,-4680220000.0,19220290000.0
Khác,Khác,Khác,128.312.200.000,(57.288.350.000),71.023.850.000,128312200000.0,-57288350000.0,71023850000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.837.429.140.000,(733.613.950.000),2.103.815.190.000,2837429140000.0,-733613950000.0,2103815190000.0
