row_label_raw,row_label_full,NLG – NNR – HRFuji > Nam Long VCD,Công ty con,Ứng trước mua dự án Hoàng Nam > Dịch vụ tổng thầu,1.100.000.000.000 > 44.222.200.000,600.000.000.000 > -,numeric__Công ty con,numeric__Ứng trước mua dự án Hoàng Nam > Dịch vụ tổng thầu,numeric__1.100.000.000.000 > 44.222.200.000,numeric__600.000.000.000 > -
Nguyên Sơn,Nguyên Sơn,Nguyên Sơn,Công ty con,Dịch vụ tổng thầu,-,19.500.000.000,,,,19500000000.0
,,,,,1.144.222.200.000,619.500.000.000,,,1144222200000.0,619500000000.0
