row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,5.197.321.915.545,3.600.602.067.292,,,5197321915545.0,3600602067292.0
310,310,310,I. Nợ ngắn hạn,,3.821.743.954.507,2.754.394.296.233,,,3821743954507.0,2754394296233.0
311,311,311,1. Phải trả người bán ngắn hạn,13,162.881.336.099,88.834.397.516,,13.0,162881336099.0,88834397516.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,14,1.986.308.584.081,990.740.872.226,,14.0,1986308584081.0,990740872226.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,15,117.176.237.998,37.164.555.710,,15.0,117176237998.0,37164555710.0
314,314,314,4. Phải trả người lao động,,29.813.593.042,23.683.436.163,,,29813593042.0,23683436163.0
315,315,315,5. Chi phí phải trả ngắn hạn,16,506.573.315.451,404.178.425.853,,16.0,506573315451.0,404178425853.0
319,319,319,6. Phải trả ngắn hạn khác,17,500.887.441.034,403.772.129.121,,17.0,500887441034.0,403772129121.0
320,320,320,7. Vay và nợ ngắn hạn,18,473.295.883.659,773.037.488.669,,18.0,473295883659.0,773037488669.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",19,44.807.563.143,32.982.990.975,,19.0,44807563143.0,32982990975.0
330,330,330,II. Nợ dài hạn,,1.375.577.961.038,846.207.771.059,,,1375577961038.0,846207771059.0
337,337,337,1. Phải trả dài hạn khác,,2.910.527.875,3.211.943.075,,,2910527875.0,3211943075.0
338,338,338,2. Vay và nợ dài hạn,18,1.323.935.090.835,794.010.398.017,,18.0,1323935090835.0,794010398017.0
342,342,342,3. Dự phòng phải trả dài hạn,20,48.732.342.328,48.985.429.967,,20.0,48732342328.0,48985429967.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,4.873.900.977.142,4.810.271.381.944,,,4873900977142.0,4810271381944.0
410,410,410,I. Vốn chủ sở hữu,21.1,4.873.900.977.142,4.810.271.381.944,,211.0,4873900977142.0,4810271381944.0
411,411,411,1. Vốn cổ phần,,2.597.025.750.000,2.391.369.180.000,,,2597025750000.0,2391369180000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.597.025.750.000,2.391.369.180.000,,,2597025750000.0,2391369180000.0
412,412,412,2. Thặng dư vốn cổ phần,,988.508.364.367,988.508.364.367,,,988508364367.0,988508364367.0
415,415,415,3. Cổ phiếu quỹ,,(296.730.939.400),-,,,-296730939400.0,
418,418,418,4. Quỹ đầu tư phát triển,,5.940.860.165,5.940.860.165,,,5940860165.0,5940860165.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,1.579.156.942.010,1.424.452.977.412,,,1579156942010.0,1424452977412.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,1.118.332.320.996,385.460.619.274,,,1118332320996.0,385460619274.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,460.824.621.014,1.038.992.358.138,,,460824621014.0,1038992358138.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,10.071.222.892.687,8.410.873.449.236,,,10071222892687.0,8410873449236.0
