row_label_raw,row_label_full,Số đầu năm,Số cuối năm > 32.982.990.975,Số đầu năm > 12.786.638.100,numeric__Số cuối năm > 32.982.990.975,numeric__Số đầu năm > 12.786.638.100
Trích lập quỹ (TM số 21.1),Trích lập quỹ (TM số 21.1),Trích lập quỹ (TM số 21.1),40.540.000.000,37.450.000.000,40540000000.0,37450000000.0
Sử dụng quỹ,Sử dụng quỹ,Sử dụng quỹ,(28.715.427.832),(17.253.647.125),-28715427832.0,-17253647125.0
Số cuối năm,Số cuối năm,Số cuối năm,44.807.563.143,32.982.990.975,44807563143.0,32982990975.0
