row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,2.751.301.737.417,2.410.395.280.441,,,2751301737417.0,2410395280441.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,604.321.144.242,519.963.350.225,,4.0,604321144242.0,519963350225.0
111,111,111,1. Tiền,,388.818.948.520,90.058.527.861,,,388818948520.0,90058527861.0
112,112,112,2. Các khoản tương đương tiền,,215.502.195.722,429.904.822.364,,,215502195722.0,429904822364.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,31.058.630.137,-,,,31058630137.0,
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,5,31.058.630.137,-,,5.0,31058630137.0,
130,130,130,III. Các khoản phải thu ngắn hạn,,787.712.454.507,464.172.648.874,,,787712454507.0,464172648874.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,232.418.001.379,114.025.164.661,,6.0,232418001379.0,114025164661.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7,450.137.750.564,261.267.433.608,,7.0,450137750564.0,261267433608.0
136,136,136,3. Phải thu ngắn hạn khác,8,105.342.464.059,89.065.812.100,,8.0,105342464059.0,89065812100.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi,6,(185.761.495),(185.761.495),,6.0,-185761495.0,-185761495.0
140,140,140,IV. Hàng tồn kho,9,1.322.557.666.102,1.423.147.530.095,,9.0,1322557666102.0,1423147530095.0
141,141,141,1. Hàng tồn kho,,1.322.557.666.102,1.423.147.530.095,,,1322557666102.0,1423147530095.0
150,150,150,V. Tài sản ngắn hạn khác,,5.651.842.429,3.111.751.247,,,5651842429.0,3111751247.0
151,151,151,1. Chi phí trả trước ngắn hạn,10,308.849.998,1.382.164.413,,10.0,308849998.0,1382164413.0
152,152,152,2. Thuế giá trị gia tăng được khấu trừ,15,5.342.992.431,1.700.300.373,,15.0,5342992431.0,1700300373.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,15,-,29.286.461,,15.0,,29286461.0
200,200,200,B. TÀI SẢN DÀI HẠN,,7.319.921.155.270,6.000.478.168.795,,,7319921155270.0,6000478168795.0
210,210,210,I. Các khoản phải thu dài hạn,,352.482.701.584,136.670.763.651,,,352482701584.0,136670763651.0
216,216,216,1. Phải thu dài hạn khác,8,352.482.701.584,136.670.763.651,,8.0,352482701584.0,136670763651.0
220,220,220,II. Tài sản cố định,,15.049.159.956,4.757.652.960,,,15049159956.0,4757652960.0
221,221,221,1. Tài sản cố định hữu hình,,8.025.222.667,2.729.900.182,,,8025222667.0,2729900182.0
222,222,222,Nguyên giá,,15.610.225.993,8.952.658.083,,,15610225993.0,8952658083.0
223,223,223,Giá trị khấu hao lũy kế,,(7.585.003.326),(6.222.757.901),,,-7585003326.0,-6222757901.0
227,227,227,2. Tài sản cố định vô hình,,7.023.937.289,2.027.752.778,,,7023937289.0,2027752778.0
228,228,228,Nguyên giá,,13.295.146.530,6.415.958.530,,,13295146530.0,6415958530.0
229,229,229,Giá trị hao mòn lũy kế,,(6.271.209.241),(4.388.205.752),,,-6271209241.0,-4388205752.0
230,230,230,III. Bất động sản đầu tư,,-,-,,,,
231,230 > 231,231,1. Nguyên giá,,816.491.827,816.491.827,,,816491827.0,816491827.0
232,230 > 232,232,2. Giá trị hao mòn lũy kế,,(816.491.827),(816.491.827),,,-816491827.0,-816491827.0
240,230 > 240,240,IV. Tài sản dở dang dài hạn,11,190.850.089.742,2.650.192.000,,11.0,190850089742.0,2650192000.0
242,230 > 242,242,1. Chi phí xây dựng cơ bản dở dang,,190.850.089.742,2.650.192.000,,,190850089742.0,2650192000.0
250,230 > 250,250,V. Đầu tư tài chính dài hạn,12,6.732.756.276.425,5.828.872.351.246,,12.0,6732756276425.0,5828872351246.0
251,230 > 251,251,1. Đầu tư vào công ty con,12.1,5.066.256.276.425,4.160.372.351.246,,121.0,5066256276425.0,4160372351246.0
252,230 > 252,252,2. Đầu tư vào công ty liên doanh,12.2,1.666.500.000.000,1.666.500.000.000,,122.0,1666500000000.0,1666500000000.0
253,230 > 253,253,3. Đầu tư góp vốn vào đơn vị khác,12.3,-,2.000.000.000,,123.0,,2000000000.0
260,230 > 260,260,VI. Tài sản dài hạn khác,,28.782.927.563,27.527.208.938,,,28782927563.0,27527208938.0
261,230 > 261,261,1. Chi phí trả trước dài hạn,10,13.500.266.051,10.987.795.983,,10.0,13500266051.0,10987795983.0
262,230 > 262,262,2. Tài sản thuế thu nhập hoãn lại,26.3,15.282.661.512,16.539.412.955,,263.0,15282661512.0,16539412955.0
270,230 > 270,270,TỔNG CỘNG TÀI SẢN,,10.071.222.892.687,8.410.873.449.236,,,10071222892687.0,8410873449236.0
